pair_id,article_id,outlet_id,outlet,date,category,target_uid,target_full_name,target_group,target_bloc,role_bucket,match_type,rank,role(source/patient/agent),label(pos/neg/neu),held_seat,gov_tenure,surname_misattrib,disambig_drop,in_analysis,frame_conflict,frame_human_interest,frame_economic,frame_morality,frame_responsibility,dominant
1654961::PA719938,1654961,26,Franceinfo,2025-01-15,Politique,PA719938,Marc Fesneau,DEM,centre,source_like,full_name,1.111811998120761e+19,source,neu,True,False,False,False,True,0.0,0.0,1.0,0.0,1.0,responsibility
1655247::PA795076,1655247,26,Franceinfo,2025-01-17,Politique,PA795076,Sandrine Rousseau,ECOS,left,plain,full_name,1.1920269714013483e+19,patient,neg,True,False,False,False,True,0.0,0.0,0.0,0.0,1.0,responsibility
1655389::PA794038,1655389,26,Franceinfo,2025-01-17,Société,PA794038,Yannick Neuder,DR,right,plain,full_name,6.816419731948237e+18,agent,neu,True,True,False,False,True,0.0,0.0,1.0,0.0,0.0,economic
1656128::PA794598,1656128,26,Franceinfo,2025-01-25,Politique,PA794598,Laurent Jacobelli,RN,far_right,plain,full_name,6.169020560166385e+17,agent,neu,True,False,False,False,True,0.0,0.0,1.0,0.0,1.0,economic
1656188::PA793624,1656188,26,Franceinfo,2025-01-26,Politique,PA793624,Philippe Brun,SOC,left,plain,full_name,5.612630779273683e+18,source,neu,True,False,False,False,True,1.0,0.0,1.0,0.0,0.0,conflict
1656225::PA330240,1656225,26,Franceinfo,2025-01-24,Politique,PA330240,Éric Ciotti,UDDPLR,right,plain,full_name,1.5508343521945369e+19,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1656272::PA795200,1656272,26,Franceinfo,2025-01-27,Politique,PA795200,Alma Dufour,LFI-NFP,left,source_like,full_name,1.0520593391805047e+19,source,neu,True,False,False,False,True,0.0,0.0,1.0,0.0,1.0,economic
1656307::PA719930,1656307,26,Franceinfo,2025-01-27,Politique,PA719930,Boris Vallaud,SOC,left,plain,full_name,1.357832340265792e+19,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1656312::PA795318,1656312,26,Franceinfo,2025-01-27,Politique,PA795318,Louis Boyard,LFI-NFP,left,plain,full_name,7.888777876264599e+18,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1656387::PA720892,1656387,26,Franceinfo,2025-01-28,Politique,PA720892,Mathilde Panot,LFI-NFP,left,plain,full_name,1.0721662540146596e+19,agent,neu,True,False,False,False,True,0.0,0.0,1.0,0.0,0.0,economic
1656396::PA720614,1656396,26,Franceinfo,2025-01-28,Politique,PA720614,Marine Le Pen,RN,far_right,plain,full_name,1.8059142072979192e+19,patient,neg,True,False,False,False,True,1.0,0.0,1.0,0.0,0.0,conflict
1656444::PA720892,1656444,26,Franceinfo,2025-01-28,Politique,PA720892,Mathilde Panot,LFI-NFP,left,source_like,full_name,1.6148007961626335e+19,source,neu,True,False,False,False,True,1.0,0.0,1.0,0.0,1.0,conflict
1656453::PA721908,1656453,26,Franceinfo,2025-01-28,Politique,PA721908,Yaël Braun-Pivet,EPR,centre,plain,full_name,4.453188496180822e+18,source,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,human_interest
1656554::PA794008,1656554,26,Franceinfo,2025-01-28,Politique,PA794008,Cyrielle Chatelain,ECOS,left,source_like,full_name,3.719218461648848e+18,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
1656624::PA793624,1656624,26,Franceinfo,2025-01-30,Politique,PA793624,Philippe Brun,SOC,left,source_like,full_name,1.7494524788445872e+19,source,neu,True,False,False,False,True,1.0,0.0,1.0,0.0,1.0,economic
1656674::PA720892,1656674,26,Franceinfo,2025-01-30,Politique,PA720892,Mathilde Panot,LFI-NFP,left,plain,full_name,1.0511190864211694e+19,source,neu,True,False,False,False,True,0.0,0.0,0.0,1.0,1.0,morality
1656778::PA795778,1656778,26,Franceinfo,2025-01-30,Politique,PA795778,Jean-Philippe Tanguy,RN,far_right,plain,full_name,1.725951381188138e+19,agent,neu,True,False,False,False,True,0.0,0.0,1.0,0.0,0.0,economic
1656790::PA795778,1656790,26,Franceinfo,2025-01-30,Politique,PA795778,Jean-Philippe Tanguy,RN,far_right,source_like,full_name,5.938584929661503e+18,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,conflict
1656981::PA795164,1656981,26,Franceinfo,2025-01-31,Politique,PA795164,Aurélie Trouvé,LFI-NFP,left,source_like,full_name,9.250336287087733e+18,source,neu,True,False,False,False,True,1.0,0.0,1.0,0.0,1.0,conflict
1657564::PA719930,1657564,26,Franceinfo,2025-02-02,Politique,PA719930,Boris Vallaud,SOC,left,plain,full_name,3.6911531223480774e+17,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
1657618::PA793444,1657618,26,Franceinfo,2025-02-02,Politique,PA793444,Manuel Bompard,LFI-NFP,left,plain,full_name,1.0056435009267395e+19,source,neu,True,False,False,False,True,1.0,0.0,1.0,0.0,0.0,conflict
1657619::PA721202,1657619,26,Franceinfo,2025-02-02,Politique,PA721202,Éric Coquerel,LFI-NFP,left,source_like,full_name,1.8131819582261725e+19,source,neu,True,False,False,False,True,1.0,0.0,1.0,0.0,1.0,conflict
1657777::PA793394,1657777,26,Franceinfo,2025-02-02,Politique,PA793394,Arthur Delaporte,SOC,left,plain,full_name,7.741346176532858e+18,source,neu,True,False,False,False,True,0.0,0.0,1.0,0.0,0.0,economic
1657887::PA795778,1657887,26,Franceinfo,2025-01-31,Politique,PA795778,Jean-Philippe Tanguy,RN,far_right,plain,full_name,1.2992919950014128e+19,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1658422::PA793624,1658422,26,Franceinfo,2025-02-03,Politique,PA793624,Philippe Brun,SOC,left,source_like,full_name,1.5498604180000858e+19,source,neu,True,False,False,False,True,0.0,0.0,1.0,0.0,1.0,economic
1658512::PA794008,1658512,26,Franceinfo,2025-02-04,Politique,PA794008,Cyrielle Chatelain,ECOS,left,source_like,full_name,8.503893733790318e+18,source,neu,True,False,False,False,True,0.0,0.0,1.0,0.0,1.0,responsibility
1658633::PA722190,1658633,26,Franceinfo,2025-02-04,Économie,PA722190,Gabriel Attal,EPR,centre,source_like,full_name,7.184881104163406e+18,source,neu,True,False,False,False,True,0.0,0.0,1.0,0.0,1.0,economic
1658754::PA720892,1658754,26,Franceinfo,2025-02-04,Politique,PA720892,Mathilde Panot,LFI-NFP,left,plain,full_name,7.314749101825798e+18,source,neu,True,False,False,False,True,1.0,0.0,0.0,1.0,1.0,responsibility
1658938::PA267285,1658938,26,Franceinfo,2025-02-04,Sport,PA267285,Laurent Wauquiez,DR,right,source_like,full_name,5.659605918090285e+17,source,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1659416::PA721210,1659416,26,Franceinfo,2025-02-05,Politique,PA721210,Alexis Corbière,ECOS,left,plain,full_name,1.0351212963543847e+19,source,neu,True,False,False,False,True,1.0,0.0,1.0,0.0,0.0,conflict
1659657::PA794486,1659657,26,Franceinfo,2025-02-05,Politique,PA794486,Violette Spillebout,EPR,centre,plain,full_name,1.1812748293840114e+19,source,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,1.0,responsibility
1659703::PA719930,1659703,26,Franceinfo,2025-02-05,Politique,PA719930,Boris Vallaud,SOC,left,plain,full_name,8.949798539127255e+18,source,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1659710::PA719930,1659710,26,Franceinfo,2025-02-05,Politique,PA719930,Boris Vallaud,SOC,left,plain,full_name,1.1990053405405047e+19,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
1659790::PA267285,1659790,26,Franceinfo,2025-02-05,Politique,PA267285,Laurent Wauquiez,DR,right,plain,full_name,6.956928884707241e+18,patient,neg,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
1659988::PA266797,1659988,26,Franceinfo,2025-02-06,Politique,PA266797,Philippe Gosselin,DR,right,source_like,full_name,7.237090188255554e+18,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
1660353::PA720614,1660353,26,Franceinfo,2025-02-06,Politique,PA720614,Marine Le Pen,RN,far_right,plain,full_name,7.880969523278549e+18,patient,neg,True,False,False,False,True,0.0,0.0,1.0,0.0,0.0,economic
1660360::PA267285,1660360,26,Franceinfo,2025-02-06,Politique,PA267285,Laurent Wauquiez,DR,right,plain,full_name,1.7757411934148317e+19,agent,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
1660366::PA796078,1660366,26,Franceinfo,2025-02-06,Politique,PA796078,Estelle Youssouffa,LIOT,centre,plain,full_name,9.104171128684647e+18,source,neu,True,False,False,False,True,0.0,1.0,0.0,0.0,0.0,human_interest
1660490::PA720362,1660490,26,Franceinfo,2025-02-07,Politique,PA720362,Belkhir Belhaddad,SOC,left,source_like,full_name,9.991252960245058e+18,agent,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,conflict
1660859::PA721202,1660859,26,Franceinfo,2025-02-07,Politique,PA721202,Éric Coquerel,LFI-NFP,left,source_like,full_name,1.7903578202364375e+19,source,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1660863::PA793246,1660863,26,Franceinfo,2025-02-07,Politique,PA793246,Frédéric Falcon,RN,far_right,plain,full_name,8.336183925860618e+18,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,conflict
1660929::PA267285,1660929,26,Franceinfo,2025-02-07,Politique,PA267285,Laurent Wauquiez,DR,right,plain,full_name,1.5038484726018224e+19,agent,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
1661139::PA720614,1661139,26,Franceinfo,2025-02-08,Politique,PA720614,Marine Le Pen,RN,far_right,source_like,full_name,1.5952479528479975e+19,source,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,1.0,responsibility
1661171::PA795318,1661171,26,Franceinfo,2025-02-08,Société,PA795318,Louis Boyard,LFI-NFP,left,plain,full_name,7.414803643042137e+18,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,conflict
1661306::PA717379,1661306,26,Franceinfo,2025-02-08,Politique,PA717379,Sylvain Maillard,EPR,centre,plain,full_name,1.3586773131816356e+19,source,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,1.0,responsibility
1661343::PA720614,1661343,26,Franceinfo,2025-02-08,International,PA720614,Marine Le Pen,RN,far_right,plain,full_name,7.902024210180077e+18,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1661626::PA720362,1661626,26,Franceinfo,2025-02-09,Politique,PA720362,Belkhir Belhaddad,SOC,left,plain,full_name,6.735757652778177e+18,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
1661682::PA794322,1661682,26,Franceinfo,2025-02-09,Politique,PA794322,Thomas Ménagé,RN,far_right,plain,full_name,6.210497216518491e+18,source,neu,True,False,False,False,True,0.0,0.0,0.0,1.0,0.0,morality
1661765::PA793928,1661765,26,Franceinfo,2025-02-07,Politique,PA793928,Edwige Diaz,RN,far_right,plain,full_name,8.643924529866535e+18,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1662345::PA842141,1662345,26,Franceinfo,2025-02-10,Politique,PA842141,Élisabeth de Maistre,DR,right,plain,full_name,1.8264826442896777e+19,agent,pos,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1662746::PA721908,1662746,26,Franceinfo,2025-02-11,Politique,PA721908,Yaël Braun-Pivet,EPR,centre,plain,full_name,9.251997673706306e+18,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,1.0,responsibility
1662746::PA793708,1662746,26,Franceinfo,2025-02-11,Politique,PA793708,Sébastien Peytavie,ECOS,left,plain,full_name,1.2957027294620041e+19,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,1.0,responsibility
1663080::PA267285,1663080,26,Franceinfo,2025-02-12,Politique,PA267285,Laurent Wauquiez,DR,right,plain,full_name,1.7566252378632172e+18,agent,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
1663499::PA722190,1663499,26,Franceinfo,2025-02-12,Politique,PA722190,Gabriel Attal,EPR,centre,plain,full_name,1.1929498255994468e+19,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,1.0,responsibility
1663930::PA795596,1663930,26,Franceinfo,2025-02-13,Politique,PA795596,Paul Vannier,LFI-NFP,left,source_like,full_name,1.7242622131544797e+19,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,responsibility
1663932::PA267285,1663932,26,Franceinfo,2025-02-13,Politique,PA267285,Laurent Wauquiez,DR,right,plain,full_name,4.785959115788945e+18,agent,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
1664062::PA794130,1664062,26,Franceinfo,2025-02-13,Politique,PA794130,Andy Kerbrat,LFI-NFP,left,plain,full_name,1.2256565811994692e+19,patient,neg,True,False,False,False,True,0.0,1.0,0.0,0.0,0.0,human_interest
1664064::PA722190,1664064,26,Franceinfo,2025-02-13,Politique,PA722190,Gabriel Attal,EPR,centre,plain,full_name,1.4933553074228273e+19,agent,pos,True,False,False,False,True,0.0,0.0,0.0,0.0,1.0,responsibility
1664658::PA267285,1664658,26,Franceinfo,2025-02-14,Politique,PA267285,Laurent Wauquiez,DR,right,plain,full_name,2.2298028299433088e+17,agent,neg,True,False,False,False,True,1.0,1.0,0.0,0.0,0.0,conflict
1664728::PA793464,1664728,26,Franceinfo,2025-02-14,Politique,PA793464,Sébastien Delogu,LFI-NFP,left,patient_like,full_name,1.2602245049501622e+19,patient,neg,True,False,False,False,True,1.0,0.0,1.0,0.0,1.0,responsibility
1664839::PA267285,1664839,26,Franceinfo,2025-02-14,Politique,PA267285,Laurent Wauquiez,DR,right,plain,full_name,1.1452610408031336e+19,agent,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
1665511::PA609332,1665511,26,Franceinfo,2025-02-16,Politique,PA609332,Olivier Faure,SOC,left,plain,full_name,1.5769649830920851e+19,source,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1665622::PA795596,1665622,26,Franceinfo,2025-02-16,Société,PA795596,Paul Vannier,LFI-NFP,left,source_like,full_name,1.823809360146829e+19,source,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,1.0,responsibility
1665655::PA795350,1665655,26,Franceinfo,2025-02-14,Politique,PA795350,Frédéric Valletoux,HOR,centre_right,plain,full_name,5.8651282607569e+18,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1665655::PA609332,1665655,26,Franceinfo,2025-02-14,Politique,PA609332,Olivier Faure,SOC,left,plain,full_name,1.3315904115749005e+19,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1665757::PA267285,1665757,26,Franceinfo,2025-02-17,Politique,PA267285,Laurent Wauquiez,DR,right,plain,surname_only,1.1193923457782139e+19,agent,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
1666161::PA720468,1666161,26,Franceinfo,2025-02-17,Politique,PA720468,Sébastien Chenu,RN,far_right,source_like,full_name,1.2381849278086167e+19,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,conflict
1666261::PA721210,1666261,26,Franceinfo,2025-02-17,Politique,PA721210,Alexis Corbière,ECOS,left,source_like,full_name,2.627399231962162e+18,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,conflict
1666522::PA1567,1666522,26,Franceinfo,2025-02-18,Politique,PA1567,Jérôme Guedj,SOC,left,source_like,full_name,6.308425760969001e+16,source,neu,True,False,False,False,True,0.0,1.0,0.0,0.0,0.0,human_interest
1667098::PA267285,1667098,26,Franceinfo,2025-02-18,Politique,PA267285,Laurent Wauquiez,DR,right,source_like,full_name,3.0565938534288755e+17,agent,pos,True,False,False,False,True,0.0,0.0,0.0,0.0,1.0,responsibility
1668271::PA795318,1668271,26,Franceinfo,2025-02-20,Politique,PA795318,Louis Boyard,LFI-NFP,left,patient_like,full_name,1.3540741753364393e+18,patient,neu,True,False,False,False,True,1.0,0.0,1.0,0.0,1.0,conflict
1668456::PA794598,1668456,26,Franceinfo,2025-02-20,Politique,PA794598,Laurent Jacobelli,RN,far_right,plain,full_name,1.5962329851111373e+19,source,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1670341::PA795076,1670341,26,Franceinfo,2025-02-24,Politique,PA795076,Sandrine Rousseau,ECOS,left,plain,full_name,1.4605205318232064e+19,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,1.0,none
1671333::PA795778,1671333,26,Franceinfo,2025-02-25,Politique,PA795778,Jean-Philippe Tanguy,RN,far_right,source_like,full_name,1.3113416904960154e+19,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,conflict
1672424::PA795552,1672424,26,Franceinfo,2025-02-26,Politique,PA795552,Julien Odoul,RN,far_right,plain,full_name,4.767530559737933e+18,source,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,1.0,responsibility
1672511::PA795076,1672511,26,Franceinfo,2025-02-26,Politique,PA795076,Sandrine Rousseau,ECOS,left,plain,full_name,2.794891560754896e+18,source,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,human_interest
1673368::PA720614,1673368,26,Franceinfo,2025-02-27,Politique,PA720614,Marine Le Pen,RN,far_right,plain,full_name,8.803199373621167e+18,patient,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1675808::PA720614,1675808,26,Franceinfo,2025-03-03,Politique,PA720614,Marine Le Pen,RN,far_right,plain,full_name,1.2237449145866619e+19,patient,neg,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
1675970::PA1654,1675970,26,Franceinfo,2025-03-03,International,PA1654,François Hollande,SOC,left,plain,full_name,6.807489987040664e+18,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
1675974::PA609332,1675974,26,Franceinfo,2025-03-03,Politique,PA609332,Olivier Faure,SOC,left,plain,full_name,8.217510145862786e+18,source,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1675978::PA1654,1675978,26,Franceinfo,2025-03-03,Politique,PA1654,François Hollande,SOC,left,source_like,full_name,1.3409845627612322e+19,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,conflict
1676103::PA720614,1676103,26,Franceinfo,2025-03-03,Politique,PA720614,Marine Le Pen,RN,far_right,source_like,full_name,1.2075108012306805e+19,source,neg,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
1676235::PA793928,1676235,26,Franceinfo,2025-03-03,Politique,PA793928,Edwige Diaz,RN,far_right,plain,full_name,6.179956758510865e+17,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,conflict
1676976::PA793928,1676976,26,Franceinfo,2025-03-04,Politique,PA793928,Edwige Diaz,RN,far_right,source_like,full_name,1.7409275541083843e+19,source,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,1.0,responsibility
1677440::PA793432,1677440,26,Franceinfo,2025-03-05,Politique,PA793432,Franck Allisio,RN,far_right,source_like,full_name,1.109537162086992e+19,source,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1678068::PA795596,1678068,26,Franceinfo,2025-03-05,Politique,PA795596,Paul Vannier,LFI-NFP,left,plain,full_name,4.831966866062751e+18,source,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,1.0,none
1678197::PA721182,1678197,26,Franceinfo,2025-03-06,Politique,PA721182,Frédéric Petit,DEM,centre,plain,full_name,1.7363347058379448e+19,source,neu,True,False,False,False,True,0.0,0.0,1.0,0.0,1.0,economic
1678367::PA720614,1678367,26,Franceinfo,2025-03-06,Politique,PA720614,Marine Le Pen,RN,far_right,source_like,full_name,1.8044187117496134e+17,patient,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
1678687::PA720892,1678687,26,Franceinfo,2025-03-06,Politique,PA720892,Mathilde Panot,LFI-NFP,left,plain,full_name,2.634851383590306e+18,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,conflict
1679653::PA609332,1679653,26,Franceinfo,2025-03-07,Politique,PA609332,Olivier Faure,SOC,left,plain,full_name,1.2890537459299357e+19,patient,neg,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
1680173::PA795200,1680173,26,Franceinfo,2025-03-08,Société,PA795200,Alma Dufour,LFI-NFP,left,plain,full_name,7.186554953580722e+18,source,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1680178::PA267285,1680178,26,Franceinfo,2025-03-08,Politique,PA267285,Laurent Wauquiez,DR,right,plain,full_name,8.048094888260492e+18,agent,pos,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1680775::PA721908,1680775,26,Franceinfo,2025-03-07,Politique,PA721908,Yaël Braun-Pivet,EPR,centre,plain,full_name,2.416864739121601e+18,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1681191::PA719558,1681191,26,Franceinfo,2025-03-10,Société,PA719558,Erwan Balanant,DEM,centre,source_like,full_name,3.3876518218804096e+18,source,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,1.0,none
1682262::PA793444,1682262,26,Franceinfo,2025-03-11,Politique,PA793444,Manuel Bompard,LFI-NFP,left,plain,full_name,9.827035258678198e+18,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1682329::PA793444,1682329,26,Franceinfo,2025-03-11,Politique,PA793444,Manuel Bompard,LFI-NFP,left,plain,full_name,5.123797852810777e+18,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,responsibility
1682339::PA793444,1682339,26,Franceinfo,2025-03-11,Politique,PA793444,Manuel Bompard,LFI-NFP,left,plain,full_name,1.4106169389130711e+19,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
1682437::PA793444,1682437,26,Franceinfo,2025-03-11,Politique,PA793444,Manuel Bompard,LFI-NFP,left,plain,full_name,1.6831449071819405e+19,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1683104::PA719930,1683104,26,Franceinfo,2025-03-12,Politique,PA719930,Boris Vallaud,SOC,left,source_like,full_name,7.336871996000197e+18,source,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,1.0,responsibility
1683512::PA609332,1683512,26,Franceinfo,2025-03-13,Politique,PA609332,Olivier Faure,SOC,left,plain,full_name,1.112537445463347e+19,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1683545::PA793624,1683545,26,Franceinfo,2025-03-13,Politique,PA793624,Philippe Brun,SOC,left,plain,full_name,7.816407906346989e+18,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1683875::PA719930,1683875,26,Franceinfo,2025-03-13,International,PA719930,Boris Vallaud,SOC,left,plain,full_name,4.852386657089373e+18,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1683875::PA1654,1683875,26,Franceinfo,2025-03-13,International,PA1654,François Hollande,SOC,left,plain,full_name,6.569873782042898e+18,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1683909::PA1654,1683909,26,Franceinfo,2025-03-13,International,PA1654,François Hollande,SOC,left,plain,full_name,1.4829590703158602e+19,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
1683961::PA1654,1683961,26,Franceinfo,2025-03-13,International,PA1654,François Hollande,SOC,left,source_like,full_name,2.780023277559413e+18,source,neu,True,False,False,False,True,0.0,0.0,1.0,0.0,1.0,responsibility
1683980::PA719930,1683980,26,Franceinfo,2025-03-13,Politique,PA719930,Boris Vallaud,SOC,left,plain,full_name,1.742175826477634e+19,patient,pos,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1683980::PA1654,1683980,26,Franceinfo,2025-03-13,Politique,PA1654,François Hollande,SOC,left,plain,full_name,6.618397007206847e+18,source,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1683992::PA794486,1683992,26,Franceinfo,2025-03-13,Politique,PA794486,Violette Spillebout,EPR,centre,plain,full_name,1.3897806211256416e+19,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,1.0,responsibility
1683992::PA795596,1683992,26,Franceinfo,2025-03-13,Politique,PA795596,Paul Vannier,LFI-NFP,left,plain,full_name,8.950191685465937e+18,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,1.0,responsibility
1684081::PA719930,1684081,26,Franceinfo,2025-03-13,Politique,PA719930,Boris Vallaud,SOC,left,plain,full_name,1.1887820576466424e+19,source,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1684083::PA719930,1684083,26,Franceinfo,2025-03-13,Politique,PA719930,Boris Vallaud,SOC,left,plain,full_name,1.2131410088796793e+19,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1684087::PA719930,1684087,26,Franceinfo,2025-03-13,Politique,PA719930,Boris Vallaud,SOC,left,plain,full_name,1.3019837819899056e+19,agent,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
1684087::PA609332,1684087,26,Franceinfo,2025-03-13,Politique,PA609332,Olivier Faure,SOC,left,plain,full_name,1.2329682103519355e+19,patient,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
1684763::PA795076,1684763,26,Franceinfo,2025-03-14,Politique,PA795076,Sandrine Rousseau,ECOS,left,plain,full_name,1.3335881885044218e+19,source,neu,True,False,False,False,True,0.0,0.0,0.0,1.0,0.0,morality
1685781::PA719938,1685781,26,Franceinfo,2025-03-14,Politique,PA719938,Marc Fesneau,DEM,centre,plain,full_name,1.1724409254977427e+19,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1686401::PA609332,1686401,26,Franceinfo,2025-03-17,Politique,PA609332,Olivier Faure,SOC,left,plain,full_name,6.967704138725503e+18,patient,neg,True,False,False,False,True,1.0,0.0,0.0,0.0,0.0,conflict
1686920::PA794718,1686920,26,Franceinfo,2025-03-18,Politique,PA794718,Christine Engrand,NI,other,plain,full_name,1.4895508106790264e+18,patient,neg,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,conflict
1687067::PA720614,1687067,26,Franceinfo,2025-03-18,Politique,PA720614,Marine Le Pen,RN,far_right,plain,full_name,1.6573424402701677e+19,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1687726::PA2940,1687726,26,Franceinfo,2025-03-20,Politique,PA2940,Dominique Voynet,ECOS,left,source_like,full_name,5.458394234218373e+18,source,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,conflict
1688901::PA267285,1688901,26,Franceinfo,2025-03-22,Politique,PA267285,Laurent Wauquiez,DR,right,plain,full_name,3.6690286692893875e+18,agent,neu,True,False,False,False,True,1.0,0.0,0.0,0.0,1.0,conflict
1688905::PA267285,1688905,26,Franceinfo,2025-03-22,Politique,PA267285,Laurent Wauquiez,DR,right,plain,full_name,1.843833669461579e+19,agent,neu,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,none
1688938::PA588884,1688938,26,Franceinfo,2025-03-22,Politique,PA588884,Clémentine Autain,ECOS,left,source_like,full_name,9.516791310811638e+18,source,neu,True,False,False,False,True,1.0,0.0,0.0,1.0,1.0,conflict
1688970::PA720430,1688970,26,Franceinfo,2025-03-22,Politique,PA720430,Ugo Bernalicis,LFI-NFP,left,plain,full_name,1.5711985117303615e+19,source,neu,True,False,False,False,True,0.0,0.0,1.0,0.0,0.0,none
