pair_id,paraphrased_label
4621629::PA722190,neg
1742869::PA1567,neu
2550920::PA720614,neg
4654363::PA720614,neg
1416262::PA719930,neu
1226744::PA720614,neu
425909::PA720614,neu
4555534::PA720614,neg
4390804::PA721908,neu
951946::PA722142,neu
1873018::PA841067,neg
4597283::PA942,neu
1730381::PA330240,neu
3821820::PA796090,neu
1732458::PA717161,neu
1212763::PA720614,neu
4717849::PA609332,pos
1666021::PA841207,neg
589920::PA795466,neg
1996179::PA791812,neg
4620631::PA720892,neu
203574::PA722142,neg
1859460::PA720614,neu
3731679::PA267285,neu
2026672::PA793444,neu
4598622::PA719930,neu
1651097::PA795200,neu
1195769::PA609332,neu
594866::PA720614,neg
2398723::PA795778,neu
2607368::PA794022,pos
4696153::PA720614,neg
1763443::PA720614,neg
2919435::PA719930,neu
4512475::PA609332,neu
2689266::PA609332,neu
2620439::PA722142,neu
1687067::PA720614,neu
2690978::PA1654,neu
1217815::PA267285,neg
1924406::PA330240,neg
2621815::PA609332,neu
2564302::PA720614,neu
4718926::PA720614,neu
1829614::PA346782,pos
1673560::PA720614,neg
1697568::PA720614,neg
2805186::PA267285,neg
4637526::PA368,neu
4629664::PA793464,neu
1843341::PA722190,neu
1221834::PA720614,neg
2836375::PA842105,neg
4599390::PA720614,neu
1426879::PA841207,neu
2340147::PA719372,neu
2822117::PA795076,neg
594673::PA841515,neg
1912909::PA841207,neg
4581285::PA720614,neu
1749503::PA609332,neg
574530::PA794486,neg
4625810::PA720614,neu
4672293::PA720614,pos
978784::PA722190,neu
1867230::PA795318,neg
1693573::PA720614,neg
181618::PA793444,neg
2502284::PA722190,neu
4575596::PA793444,neu
1702197::PA267285,neu
1952916::PA722142,neu
2319509::PA720614,neu
4482063::PA267285,neu
4719511::PA722142,neg
896645::PA608416,neu
2837218::PA796090,neu
594701::PA720614,neu
3127275::PA720614,neu
1183430::PA721908,neu
4563264::PA720614,neu
13330::PA720614,neg
4522594::PA795912,neu
1477120::PA717161,neu
2223840::PA794008,neu
3934250::PA609332,neu
2607824::PA794130,neg
2197490::PA842105,neu
3795399::PA720614,neu
1461823::PA842279,neu
4602866::PA721210,neu
1401003::PA795076,neu
1506057::PA722190,neu
1660863::PA793246,neu
2348680::PA796090,neg
1857621::PA722190,neu
4554262::PA722190,neu
2402921::PA720468,neu
1881191::PA720614,neg
4593430::PA841207,neg
1677548::PA793756,neg
1763842::PA722190,neu
1676079::PA720614,pos
589387::PA267285,neg
4702738::PA795778,neu
1181979::PA609332,neu
2399572::PA795552,neu
1940300::PA791812,neg
2887362::PA722190,neu
1681008::PA720614,neg
3742862::PA720614,neu
181718::PA720614,neg
1811701::PA720614,neu
1045704::PA719632,neu
1793111::PA720614,neg
2353668::PA841853,neu
4870383::PA720614,neg
1935935::PA720614,neu
1666053::PA720614,neg
1705165::PA721202,neu
27270::PA722190,pos
896426::PA795076,neg
325615::PA607553,neu
1741218::PA791812,neg
2902848::PA720614,pos
1448408::PA795596,neu
1442980::PA796062,neu
551606::PA795076,neg
1808957::PA720614,neg
1599102::PA795912,pos
2816451::PA722142,neu
3695295::PA795778,neu
2401472::PA1654,neu
4719212::PA794130,neg
117874::PA720614,neu
3823297::PA267285,neg
4574735::PA720614,neu
2939524::PA721202,neu
1784485::PA842155,neu
1228796::PA267285,neg
3490749::PA1654,neg
1651655::PA841515,neu
2357665::PA722190,neu
1694049::PA1567,pos
582928::PA720614,neu
4496143::PA791812,neu
4560862::PA722142,neu
4548679::PA722190,pos
1484595::PA794354,neu
1842657::PA841207,pos
2177477::PA720614,neg
4617109::PA720614,neg
2350276::PA721202,neu
2346610::PA720614,neu
4589233::PA720614,neu
1695831::PA793432,neg
1889786::PA722190,neu
1783140::PA588884,neg
2355958::PA720468,neu
103702::PA721202,neu
4576199::PA722190,neg
4656233::PA720892,neu
4670547::PA796090,pos
1459115::PA722190,neg
1210204::PA720614,neg
4878912::PA721908,neu
1610785::PA791812,neu
1650740::PA267285,neu
4636322::PA793444,neg
1608429::PA642847,neu
540233::PA267285,neu
1750295::PA720614,pos
1666673::PA267285,neu
12917::PA793708,neu
4376105::PA722142,neu
2177927::PA721202,neu
4439887::PA722190,neu
2584080::PA267285,neg
2660436::PA720614,neg
4532617::PA791812,pos
1416620::PA719930,neu
2358526::PA720892,neu
1076574::PA717161,neg
2790533::PA795778,pos
2803591::PA720614,neg
1213087::PA720614,neg
1182532::PA720614,neg
4873178::PA793394,neu
3218531::PA841183,neu
4473928::PA793756,neg
2565550::PA720614,neu
4715997::PA722190,neg
1785423::PA795318,neu
2542753::PA722190,neg
1766296::PA793928,neu
1182138::PA720614,neg
173533::PA721908,neu
2546963::PA267285,neg
2321125::PA720614,neu
4576427::PA1654,neu
594253::PA795528,neu
2349611::PA795310,neu
1789621::PA795912,pos
1784781::PA720614,neg
2343653::PA795318,neu
4671264::PA330240,neu
1448642::PA267285,neu
17730::PA720892,neu
4611835::PA330240,neu
2212723::PA717379,neu
3119230::PA721202,pos
1812142::PA720614,neg
4515499::PA794322,neu
4561595::PA330240,neu
3492454::PA335612,neu
1609059::PA720614,neu
2345037::PA793464,neg
3235402::PA794838,neu
231703::PA1654,neu
4782436::PA841207,neg
895296::PA793432,neg
5048275::PA330240,neg
1751919::PA795722,neg
77860::PA609332,neu
2406223::PA267285,neu
3602751::PA720614,neg
1372637::PA1654,neu
1791433::PA720614,neu
1731916::PA1654,neu
2814370::PA793464,neg
895510::PA720614,neg
1797733::PA720614,neg
2803082::PA720614,neg
1666124::PA720614,neg
251743::PA720614,neu
2357092::PA720614,pos
589704::PA796090,neg
5047728::PA720614,neu
1407202::PA267285,neu
2351813::PA722190,neu
1676898::PA793872,neg
1711508::PA720614,neu
3494110::PA721960,neu
1933702::PA721908,pos
1812731::PA842105,neu
2231200::PA720614,neu
2657864::PA1654,neu
2357463::PA720614,pos
1674227::PA721202,neu
540752::PA720614,pos
1667354::PA722190,neu
4372669::PA722142,neu
1409669::PA794838,neu
4608068::PA722190,neg
1880205::PA1654,neg
1735745::PA720614,neg
2688995::PA722190,neg
1608356::PA793444,neu
2404590::PA795778,neu
4394533::PA1654,neu
2471373::PA720614,neu
1618695::PA330240,neu
1213068::PA720614,neu
4557812::PA793444,neu
1630356::PA609332,neu
2605205::PA720614,neg
2013088::PA717161,neu
254800::PA267285,neg
4631013::PA795164,neu
895460::PA330240,neg
1723919::PA330240,neu
4511065::PA720614,neu
1621588::PA330240,neu
2489959::PA720614,pos
4634326::PA721908,neu
588904::PA796090,neg
4702763::PA793464,neu
23645::PA720614,neg
2528002::PA609332,neu
1182511::PA720614,neu
1612822::PA609332,neu
2604201::PA720614,neu
1483267::PA721908,neu
2675658::PA796062,neu
2992872::PA720614,neu
594245::PA717161,pos
1694218::PA720614,neg
1221647::PA609332,neu
4555455::PA1654,neu
1760699::PA720614,neu
175424::PA719930,neu
3498520::PA330240,neu
2359170::PA795778,neu
2357587::PA722190,neu
3492728::PA793432,neg
4463949::PA720614,neg
1225375::PA720614,neu
1181221::PA721908,neu
3492753::PA793464,neg
4607665::PA795076,neu
2692287::PA794718,neu
1685207::PA720614,neg
1422961::PA267285,neu
4563166::PA793756,neg
2408814::PA720614,neg
1634014::PA793398,neu
1687572::PA720614,neg
4522232::PA330240,pos
4718249::PA267285,neu
1674846::PA720614,neg
473505::PA722190,neu
2402528::PA609332,neu
1082968::PA794038,pos
5022850::PA335999,neu
4877492::PA722190,neu
182731::PA609332,neg
1813773::PA842105,neu
1944167::PA842105,pos
2196072::PA722190,neu
2019764::PA720614,neu
1820739::PA841657,neu
4716922::PA719372,neu
2695004::PA721202,neg
2596577::PA793464,neu
1181809::PA720614,neu
894290::PA722190,neu
8891::PA720614,neg
1989638::PA720468,neu
2799837::PA720614,neu
4458948::PA330240,neg
2358727::PA795722,neu
4728442::PA722190,neu
1914775::PA795318,neg
202627::PA1654,neu
3932380::PA793444,neu
3131788::PA722190,neg
1486397::PA1654,neu
1738661::PA722190,neu
2803395::PA330240,neu
589755::PA720614,neg
4880097::PA722190,neg
4867062::PA942,neu
1801974::PA720614,neg
4589281::PA1654,pos
1748953::PA720614,neg
589335::PA795552,neu
4652149::PA795722,neg
2408712::PA793444,neu
1666048::PA720614,neg
1242185::PA267285,neg
1763557::PA720614,neu
1780925::PA841207,neg
895820::PA793444,neu
1439812::PA721908,pos
12767::PA720614,neg
1698099::PA795076,neu
2707029::PA642695,neu
3495584::PA795588,neg
2787195::PA721210,neu
2900018::PA267285,pos
2309749::PA721024,neu
1478369::PA643175,neu
4548765::PA722190,neu
2956280::PA267285,neu
139960::PA794486,pos
4554197::PA720614,neg
595730::PA721202,neg
846298::PA720614,neu
9143::PA609332,neu
134560::PA330240,neg
1786747::PA609332,neu
1240153::PA720614,neg
4876511::PA793464,neg
1182002::PA267285,neu
1387659::PA720614,neu
1684662::PA722142,neu
2564277::PA330240,neu
175140::PA609332,neu
4674158::PA722142,neu
2353083::PA720614,neu
2403884::PA330240,neu
2830620::PA643089,pos
23861::PA720614,neg
4575305::PA720614,neu
136675::PA267285,neu
259987::PA841947,pos
4876423::PA841139,neu
1684285::PA720614,neu
861751::PA794598,neu
1663471::PA720614,neg
1506117::PA267285,neu
1632698::PA796090,neu
20638::PA794038,neu
1708029::PA722142,neg
1690947::PA791812,neu
1650766::PA721202,pos
4630247::PA795076,neu
2528930::PA720614,neg
1676667::PA267285,neu
14154::PA2940,neu
1819587::PA720614,neu
4472732::PA721202,neu
5021283::PA330240,neg
1691417::PA722190,neu
1519900::PA1654,pos
2523497::PA720614,neg
2539017::PA774954,neu
1939235::PA720614,neu
2546509::PA720614,neu
595346::PA721202,neg
2408862::PA722142,neu
2351221::PA717161,neu
4876538::PA267285,neu
3779233::PA719930,neg
2356899::PA720614,neu
1236643::PA717161,neu
2790566::PA722142,neu
921025::PA720614,neg
2887221::PA720614,neu
2358178::PA720892,neg
1611121::PA796090,neu
1744043::PA719930,neu
4549245::PA791812,neu
1976458::PA793444,neu
3116041::PA267285,neu
2949891::PA793262,neu
4658650::PA720614,neu
1504465::PA720614,neg
3462906::PA722190,neu
2398862::PA794130,neu
2356926::PA720614,neu
98915::PA720614,neg
894675::PA791812,neu
4555247::PA794802,neu
1704956::PA720614,neu
1434377::PA795466,pos
2408209::PA720468,neu
1510167::PA267285,neu
2401997::PA795552,neu
1719407::PA720614,neu
77315::PA720614,neu
1673791::PA720614,neg
4739317::PA795076,neu
1781025::PA720614,pos
2350401::PA795746,neu
4556640::PA720614,neu
4372498::PA793464,neg
3130973::PA720614,neu
1626967::PA719372,neu
23656::PA794130,neg
1650900::PA267285,neu
317220::PA795920,neu
2357150::PA793464,neg
2402843::PA722190,neu
4490876::PA330240,neu
894916::PA1654,neu
127984::PA720614,neu
2346057::PA267285,neg
4519660::PA609332,neu
1382682::PA720614,neg
1665973::PA720614,neg
2823794::PA795318,neg
4563002::PA720892,neu
2197975::PA720892,neu
1320437::PA795076,neg
594376::PA720614,pos
4876971::PA720614,neg
589701::PA720614,neg
589168::PA720614,neu
1666335::PA720614,neg
2576513::PA721908,neu
2357893::PA267285,neg
238885::PA795050,pos
2407872::PA793464,neg
2908016::PA721908,neu
1384302::PA720614,neg
4463730::PA722190,pos
895262::PA267285,neu
4716034::PA722190,neg
1937419::PA720614,neu
1777197::PA720614,neg
518161::PA720614,neu
4568843::PA609332,neu
17456::PA793464,neg
1208566::PA609332,neg
4875190::PA609332,neu
535270::PA795552,neu
896969::PA721908,pos
1201527::PA793464,neg
1692516::PA1654,neu
121415::PA267285,neu
1666015::PA720614,neg
2715136::PA720614,neg
2673635::PA267285,neu
1725194::PA717379,neu
4389967::PA720614,neu
1834582::PA609332,neu
4891770::PA330240,neu
2545243::PA793464,pos
1619522::PA720614,neg
595039::PA794130,neg
4607276::PA722190,neu
589402::PA267285,neu
1183771::PA722190,neu
141828::PA720614,neu
2828813::PA794130,neg
2205297::PA610002,neu
2691721::PA720614,neu
253507::PA795318,pos
4518962::PA720614,neg
13083::PA720614,neg
2724487::PA793928,neu
2349946::PA720614,neu
1192322::PA720468,neg
4706090::PA720892,neg
1181101::PA841023,neu
4620339::PA791812,neg
2402519::PA720614,neu
573684::PA793464,neu
2701962::PA759832,neu
2788753::PA721202,neu
1901240::PA842029,neu
1510239::PA719938,neu
4878875::PA330240,pos
4683473::PA720614,pos
1328890::PA722190,neu
73167::PA330240,neg
1692080::PA609332,neu
1748211::PA720614,neu
1404429::PA795318,pos
2715122::PA795778,neu
2351760::PA793624,neu
2010948::PA720614,neg
1730720::PA720614,neu
2348848::PA720614,neg
19818::PA793464,neg
2198117::PA721908,neu
1520865::PA722142,neu
1742812::PA267285,neg
4589047::PA720614,neu
1739536::PA720614,neu
2407208::PA720614,neu
2591302::PA720614,neg
4550189::PA720614,neg
2615404::PA720976,neg
1650970::PA720614,neu
2721578::PA717161,neu
196898::PA330240,neu
4871661::PA942,neu
2706670::PA795164,neu
2345818::PA793464,neg
4548514::PA722190,neu
2357703::PA722190,neu
2345444::PA720468,neu
2399192::PA793464,neu
1531398::PA720614,neu
2560133::PA842105,neu
1765026::PA720614,neg
1051493::PA795318,neu
2358307::PA267285,neu
4743054::PA842263,neu
4706315::PA795528,neu
2404550::PA720614,neu
1181491::PA267285,neu
2609833::PA267285,neu
1808470::PA721908,neu
1720123::PA721908,neu
3826376::PA795466,neg
2275416::PA609332,neu
1694842::PA720614,neg
1623409::PA793444,neu
18900::PA1654,neu
2345725::PA795244,neu
1835324::PA330240,neg
4373222::PA330240,neu
1757798::PA795722,neu
1891695::PA720614,neg
1742670::PA1654,neu
1225099::PA721908,neu
5021607::PA368,neu
1693564::PA720614,neg
1673781::PA720614,neg
1674046::PA793444,neu
1233627::PA720614,neu
2348674::PA717379,neu
323838::PA267285,neu
2350066::PA841515,neu
4561425::PA721908,neu
1656396::PA720614,neu
1976154::PA793444,neu
4597101::PA719938,neu
1736213::PA330240,neu
2834907::PA609332,neu
1656617::PA717161,neu
1695460::PA719930,neu
1181896::PA267285,neg
4567192::PA720614,neg
196881::PA722190,neg
1665899::PA720614,neg
2687692::PA330240,neg
594694::PA720430,neu
2349628::PA720892,neu
1939882::PA720614,neu
1826601::PA720038,neu
1774984::PA1654,neu
2395995::PA722190,neu
589032::PA796062,neg
73888::PA722190,neu
1886292::PA791812,pos
4500607::PA722190,neu
4576284::PA795310,pos
1352836::PA720952,neu
3492929::PA722142,neu
1940034::PA841207,neg
2673601::PA588884,neu
10801::PA720614,neg
896838::PA720614,neu
1372132::PA720614,neu
3586576::PA721314,neg
2346618::PA841183,neu
4719413::PA720614,neg
2401261::PA720952,neg
317605::PA267285,neu
1443013::PA717161,pos
2360350::PA1567,neu
3652728::PA609332,neu
1752728::PA720614,neu
3241486::PA720614,neu
2167357::PA795552,neu
1713563::PA267285,neu
4705247::PA1654,neu
1694612::PA720614,neu
4702939::PA1654,neu
1785297::PA720614,neu
896283::PA796062,neg
1697596::PA267285,neu
2356124::PA722142,neu
1183651::PA793464,neu
1815046::PA721202,neu
1788039::PA795912,neu
4438354::PA1654,neu
2356994::PA795778,neu
1898837::PA720614,pos
2008695::PA721764,neu
2820031::PA720614,neu
1785876::PA719930,neu
4623583::PA795722,neu
2404808::PA795552,neu
2191382::PA794486,neg
1224980::PA793444,neu
4605861::PA795778,neu
180012::PA1567,neu
4633378::PA795318,neu
2401843::PA1567,neu
4603835::PA794322,neu
1629001::PA840809,neg
2230677::PA720614,neu
1695166::PA720614,neu
260241::PA722150,neg
4372389::PA720614,pos
2197388::PA720614,neg
4511656::PA722190,pos
4871919::PA722142,pos
4558540::PA719930,neu
4591687::PA588884,neu
2349403::PA720614,neu
1241697::PA720614,neu
1631886::PA795912,neu
595429::PA720614,neu
2343656::PA759832,neg
4467963::PA1654,neg
1650636::PA791812,neg
4457052::PA722190,neu
2230448::PA720614,neu
4868309::PA720614,neg
782078::PA720614,neu
1184135::PA796062,neu
197508::PA722142,neu
2672305::PA722190,neg
2918254::PA720614,neu
4518318::PA795310,neu
2307720::PA791812,neg
4518876::PA609332,neu
2572854::PA267285,neg
1608951::PA795076,neu
905801::PA793444,neg
4612055::PA793444,neu
2715310::PA720952,neg
3710086::PA720614,neg
1382709::PA720614,neg
4867154::PA720614,neu
1688550::PA720614,neu
4718304::PA720614,neg
1667098::PA267285,neu
3124141::PA722252,neu
1953682::PA720614,pos
1750424::PA722190,neu
2700131::PA794906,pos
1214985::PA795318,neg
4555597::PA722150,neg
1930123::PA1654,neu
2595308::PA720614,neu
3115777::PA722190,neu
1659761::PA795318,pos
4607523::PA942,neg
5021009::PA793432,neu
4559919::PA722190,neg
258586::PA842299,neu
1806745::PA720614,neu
94574::PA720614,neu
253011::PA793624,neu
589374::PA722142,neu
4870878::PA722190,neu
1747524::PA795164,neu
4909199::PA720614,neu
2534678::PA720038,neu
881408::PA720614,neu
1742732::PA720614,neu
240494::PA717161,neu
2804515::PA720614,neg
2572583::PA720614,neg
3707723::PA720614,neg
2716907::PA720614,neg
1768834::PA721024,neg
2693646::PA720468,neu
1835983::PA719930,neu
4571508::PA791812,neu
2546351::PA793398,neu
1943806::PA795912,neg
1857286::PA267285,neg
4565873::PA720614,neu
2685341::PA605782,neu
2708158::PA794130,neg
1798641::PA720614,neg
136589::PA720614,neu
4489740::PA793432,neu
4519287::PA720468,neu
2821333::PA722190,neu
1731024::PA793094,neu
1051647::PA720614,neg
962786::PA721908,neu
1666161::PA720468,neu
589815::PA720430,neg
1707173::PA795046,neg
1693674::PA795552,neg
595603::PA795466,neu
1487492::PA791812,neg
1612495::PA841327,neu
1208863::PA720614,neu
2008695::PA588884,neg
3707218::PA720614,neg
1051014::PA720614,neg
4877340::PA720614,neu
893613::PA720614,neu
1051023::PA720614,neg
2897475::PA791812,pos
2820138::PA793464,neg
1222350::PA795318,neg
4718102::PA267285,neu
2400014::PA795076,neg
964616::PA720614,neg
4470459::PA267285,neu
4614607::PA722142,neg
4553929::PA793624,neu
589001::PA796062,neu
1068127::PA795778,neu
2830730::PA842105,neu
2716300::PA841183,neu
1238915::PA791812,neg
1051724::PA720614,neu
1192061::PA1654,neu
4558500::PA841207,neu
1196167::PA609332,neu
2405410::PA795778,neu
2172202::PA720468,neu
4590904::PA719930,neu
4683018::PA842155,pos
2660515::PA720614,neg
1886448::PA721202,neu
2870897::PA607619,neu
1688970::PA720430,neu
1459145::PA720614,neu
3130869::PA720614,neu
894815::PA721908,neu
4604143::PA609332,neg
932693::PA795164,neu
4503988::PA721908,neu
1763668::PA720614,pos
1714019::PA795596,neu
225835::PA721908,neu
4372725::PA719938,neu
2590053::PA795228,neu
1182517::PA720892,neu
140308::PA795310,neu
93333::PA720614,neg
2996892::PA720614,neg
3686075::PA794718,neg
1739132::PA722190,neg
4597371::PA719930,neg
1918646::PA267285,neg
1674018::PA841327,pos
1749427::PA720614,neg
1516824::PA791812,neu
207971::PA721908,pos
194732::PA720614,neu
1700021::PA609332,neu
2552732::PA720614,neg
1670818::PA721202,neu
2357695::PA720614,neg
1225891::PA609332,neu
1193100::PA609332,neg
2519946::PA609332,neu
80245::PA722142,neu
2347690::PA720468,neu
1214188::PA720892,neu
1465237::PA267285,neu
4871335::PA1654,pos
2891263::PA609332,neu
2828702::PA609332,neu
4619459::PA791812,neg
1983544::PA720614,neu
1183058::PA721908,neu
1423476::PA609332,neu
1181167::PA330240,neu
1356501::PA722190,neu
2403829::PA720614,neu
2507969::PA720614,neg
2581124::PA1654,neu
2206678::PA720614,neu
2356993::PA719372,neg
1429297::PA720614,neg
3245553::PA796090,neu
1784422::PA795746,neu
1832218::PA1654,neu
2631880::PA330240,pos
1426967::PA720614,neg
3011268::PA794130,neg
2803428::PA720614,neg
2609183::PA793444,neu
4595561::PA794598,neu
2831531::PA267285,neu
4463842::PA794130,neg
2186337::PA267285,neg
1618466::PA335999,neu
2598375::PA722190,neu
174124::PA267285,neu
2355636::PA330240,neu
4632479::PA720614,neu
4585286::PA330240,neu
2530137::PA721210,neu
2721749::PA1567,neu
2407654::PA720468,neu
2843074::PA330240,neu
4684725::PA795466,neu
1763723::PA720614,neg
2805190::PA330240,neu
2350076::PA330240,neu
1703380::PA795778,neu
2196471::PA842105,neg
2524569::PA720614,neu
4868613::PA720614,neu
1769145::PA609332,neu
2345262::PA330240,neu
2555829::PA720614,neg
1892332::PA720614,neg
3493684::PA330240,neu
2604590::PA722190,neu
542343::PA717161,pos
2357612::PA794562,neu
896007::PA720614,pos
5044461::PA722190,neg
1669254::PA795318,neg
2671442::PA720614,neu
4549141::PA1592,neu
4562149::PA793444,neu
4873637::PA719930,neu
252503::PA720614,neu
4870424::PA720614,neg
1915673::PA720092,neu
3585848::PA795318,neu
4547529::PA718784,neu
1162831::PA793444,neu
1539928::PA795466,neg
2697483::PA720614,neu
1741899::PA330240,pos
1902329::PA720614,neu
2564455::PA720614,neg
1221840::PA795318,neu
1045153::PA720614,neg
4655752::PA795318,pos
3496377::PA793432,pos
4872636::PA720614,neg
1616512::PA796090,neu
595741::PA721908,neg
2603252::PA1654,neu
2615573::PA722190,neu
4479230::PA795912,pos
1801448::PA720892,neg
5042581::PA722190,neu
4554386::PA720614,neu
1426664::PA720614,neg
1510442::PA842155,neu
1959159::PA722190,neu
1697064::PA722190,neu
2407189::PA721202,neu
4555567::PA720614,neg
4680073::PA720614,neg
4643445::PA720892,neu
1181241::PA720614,neu
1344759::PA720892,neu
1698559::PA720614,neg
2991157::PA794486,neu
4868300::PA1654,neg
4657999::PA841207,neg
2820797::PA720614,neg
30115::PA722190,neu
593975::PA330240,neu
1839728::PA793432,neu
117580::PA330240,neu
4652854::PA1654,neu
2357398::PA720614,neg
4459952::PA720614,pos
1702809::PA721202,neu
4512523::PA609332,neu
4575418::PA841207,neg
4623258::PA791812,neu
3225721::PA842105,neu
93252::PA720614,neu
4558113::PA722142,neu
4472214::PA720614,neu
2733264::PA794598,neu
1407215::PA1567,neu
2402289::PA942,neu
4873172::PA722190,neg
96967::PA722190,neu
2404249::PA609332,neu
3697998::PA720614,neu
978226::PA721908,neg
1861558::PA720614,neu
1759147::PA722190,neu
80626::PA841845,neu
2932267::PA722190,neg
2846855::PA721908,neu
1607308::PA793444,neu
2014333::PA1654,neu
2344760::PA795318,neg
4605071::PA721908,neu
1676699::PA722142,neu
1666166::PA720614,neg
2548157::PA720614,neg
16113::PA722190,neu
4783139::PA719930,pos
1402321::PA609332,neu
1469239::PA720614,neu
2343638::PA717379,neu
1633569::PA796090,neu
1733662::PA720614,neg
4618832::PA720614,neu
1607502::PA719372,neg
960377::PA720614,neu
896730::PA720614,neg
2357692::PA720614,neg
2562590::PA720614,pos
2549423::PA720614,neg
254343::PA722190,neu
546946::PA720614,neu
3739499::PA267285,neu
1078773::PA795050,neg
4584410::PA330240,pos
1797293::PA720614,pos
2348012::PA720614,neu
4554099::PA721908,pos
2550995::PA609332,neu
4555863::PA609332,neu
1606944::PA796078,neu
1793571::PA1654,pos
2699780::PA720614,neu
1788810::PA720614,pos
2531314::PA795310,neu
2683223::PA721960,neu
4647218::PA795778,neu
546776::PA719938,neu
955518::PA720614,neu
893818::PA720614,neg
467123::PA795466,neu
1676029::PA330240,neg
4548813::PA722190,neu
1875318::PA720468,pos
1824928::PA759832,neu
1609572::PA1654,neu
1771627::PA722142,neu
93706::PA720614,neu
4373231::PA793464,neg
2831462::PA722190,neg
1458932::PA720614,neu
1192805::PA791812,neu
2653339::PA720614,neg
3932899::PA1654,neu
2403292::PA721202,neu
2346564::PA720614,neg
1684115::PA791812,neu
2820796::PA720614,neg
2011524::PA609332,neu
4693204::PA722142,neu
4375399::PA720614,neg
1364548::PA842155,neu
121433::PA720614,neu
1531306::PA346782,neu
4582858::PA720614,neu
2354588::PA719914,neu
3119755::PA722190,pos
2341959::PA842105,neg
4556210::PA721908,pos
588962::PA796090,neg
4554995::PA267285,neu
3597895::PA721270,neu
2350126::PA720614,neu
80009::PA720614,neg
1886736::PA720614,neu
594062::PA588884,neu
4941895::PA330240,neu
894658::PA720614,neg
5047465::PA721764,pos
1713233::PA795076,neu
1752258::PA609332,neu
589764::PA720614,neg
1181484::PA720614,pos
896251::PA720614,neu
894918::PA720614,neu
2252377::PA720614,neu
2787330::PA720614,neu
1739133::PA722190,neu
1211486::PA720614,neu
1862506::PA1654,neu
1221895::PA793444,neu
1698056::PA720614,neg
2695373::PA942,neu
2819364::PA720614,neu
2025202::PA842105,neu
921754::PA722190,neg
1727416::PA719930,neu
2548642::PA720468,neu
4473546::PA791812,neu
2557902::PA720614,pos
1451954::PA1567,pos
4556504::PA842255,neu
2832137::PA267285,neu
589706::PA720614,neg
1407297::PA721202,neg
4594541::PA722190,neu
2558747::PA841769,neu
1624947::PA588884,neg
896955::PA721908,neg
588530::PA720614,neu
1660688::PA795318,pos
1696482::PA720614,pos
2349588::PA720614,neu
1661139::PA720614,neu
258224::PA722142,neu
1663930::PA795596,neu
2197504::PA842105,pos
1490827::PA722142,neu
1520961::PA721202,pos
1743128::PA722190,neu
1468832::PA720614,neu
1876657::PA1654,neu
1419047::PA609332,neu
2194744::PA793444,neu
1182805::PA1654,neu
2528158::PA720614,neu
258328::PA720614,neg
1939396::PA1654,neu
2360360::PA720892,neu
1686523::PA720614,neg
1943464::PA842105,neu
204699::PA796062,neg
2025368::PA796090,neu
1181968::PA720614,neg
2778986::PA609332,pos
16969::PA267285,neu
2407248::PA795722,neu
2497529::PA720614,neu
4780400::PA795746,neg
895130::PA609332,neu
2401902::PA720614,neu
2356374::PA720614,neg
907183::PA722190,pos
1652847::PA794486,neu
1673110::PA720614,neu
2405647::PA841017,neu
2619462::PA717161,neu
1819327::PA720614,neu
4376336::PA720614,neg
1459693::PA720614,neu
4689097::PA720614,neu
2892373::PA1654,neu
4564596::PA841207,neg
1764633::PA721202,neu
2010532::PA791812,neu
1826683::PA795912,neg
2407796::PA330240,neu
1672875::PA609332,neu
2797603::PA722190,neu
1472715::PA267285,neg
4555447::PA720614,neg
4506258::PA330240,pos
1908207::PA793464,neg
1835670::PA793444,neu
1821593::PA842105,neg
1490922::PA720614,neu
1661171::PA795318,neu
1827319::PA643143,neu
1761551::PA795318,neu
2283::PA720614,neg
352946::PA795778,neg
594152::PA720614,neg
2352416::PA795528,neu
5045908::PA795920,neu
4516516::PA330240,pos
4715101::PA720468,neu
1688275::PA793464,pos
2406063::PA267285,neu
4553621::PA609332,neu
1631597::PA793464,neu
134868::PA1567,neu
1182011::PA720614,neg
595397::PA720614,neu
957758::PA721908,neu
1943557::PA842105,neg
1681225::PA793444,neu
1730188::PA720614,neu
2712006::PA720892,neu
595613::PA720614,neu
1703461::PA795778,neu
1980210::PA793444,neu
1747928::PA842299,neu
3492229::PA609332,neu
4697030::PA720614,neg
2837615::PA793432,pos
1181916::PA842155,neu
3820633::PA720614,neu
2803422::PA720614,neg
1223210::PA722190,neu
2724623::PA720614,neg
4869334::PA720614,neg
896658::PA721024,neu
589750::PA720614,neg
2714233::PA722190,neu
31075::PA267285,neu
1838747::PA793464,neg
8937::PA720614,neu
4373731::PA794938,neu
4556218::PA722190,neu
3214331::PA793464,neg
1670458::PA267285,neu
4389293::PA721908,neu
2973864::PA330240,neg
1616674::PA841207,neg
3870471::PA330240,neu
1182793::PA720614,neu
4767861::PA793464,neg
2026358::PA842105,neg
1046534::PA722190,neu
197505::PA720614,pos
1403812::PA796078,neu
1826913::PA330240,neu
1665822::PA720614,neu
2850855::PA609332,pos
4448635::PA330240,neu
894404::PA720614,neg
536757::PA794486,neg
1481484::PA721202,neu
2837717::PA796090,neu
1666031::PA720614,neg
1735800::PA720614,neg
1466160::PA720614,neu
2346668::PA330240,neu
2289147::PA722142,neg
1668871::PA719930,neu
2610062::PA717161,neu
1649229::PA720614,neu
