pair_id,outlet,target_bloc,sampling_side,label_with_group,label_without_group
1341109::PA720614,Le Parisien,far_right,right_or_far_right,neu,neu
86483::PA610968,Le Parisien,left,left,pos,pos
1422167::PA720614,Le Parisien,far_right,right_or_far_right,neg,neg
4598622::PA609332,Le Parisien,left,left,neg,neg
1426967::PA720614,Le Parisien,far_right,right_or_far_right,neg,neg
1426664::PA720614,Le Parisien,far_right,right_or_far_right,neg,neg
142875::PA795778,Le Parisien,far_right,right_or_far_right,neu,neu
1351869::PA267285,Le Parisien,right,right_or_far_right,neg,neg
1430413::PA720614,Le Parisien,far_right,right_or_far_right,neg,neu
1432653::PA330240,Le Parisien,right,right_or_far_right,pos,pos
1452625::PA267285,Le Parisien,right,right_or_far_right,neu,neu
1401359::PA720614,Le Parisien,far_right,right_or_far_right,neu,neu
1471159::PA720614,Le Parisien,far_right,right_or_far_right,neu,neu
1430353::PA720614,Le Parisien,far_right,right_or_far_right,neg,neg
1465711::PA267285,Le Parisien,right,right_or_far_right,neu,neu
1509549::PA267285,Le Parisien,right,right_or_far_right,neg,neg
1471430::PA720614,Le Parisien,far_right,right_or_far_right,neg,neg
1481359::PA720614,Le Parisien,far_right,right_or_far_right,neu,neu
142723::PA267285,Le Parisien,right,right_or_far_right,neu,neu
174659::PA794038,Le Parisien,right,right_or_far_right,pos,neg
1814664::PA720614,Le Parisien,far_right,right_or_far_right,neu,neg
1482541::PA267285,Le Parisien,right,right_or_far_right,neg,neg
1806113::PA841207,Le Parisien,right,right_or_far_right,neu,neu
1816727::PA720614,Le Parisien,far_right,right_or_far_right,neu,pos
1818115::PA330240,Le Parisien,right,right_or_far_right,neu,neu
1686523::PA720614,BFMTV,far_right,right_or_far_right,neg,neg
4878085::PA720892,Challenges,left,left,neu,neu
4588063::PA720614,BFMTV,far_right,right_or_far_right,neu,neu
1410970::PA795596,Le Parisien,left,left,pos,neu
1789105::PA794008,BFMTV,left,left,pos,pos
1693601::PA609332,BFMTV,left,left,neu,neu
2731303::PA720614,Ouest-France,far_right,right_or_far_right,neu,neu
895016::PA722142,20 Minutes,left,left,neg,neu
1829092::PA330240,Le Parisien,right,right_or_far_right,neu,neu
1821813::PA330240,Le Parisien,right,right_or_far_right,neg,neg
1835237::PA720614,Le Parisien,far_right,right_or_far_right,neg,neu
1835471::PA720614,Le Parisien,far_right,right_or_far_right,neu,neu
136675::PA267285,Le Parisien,right,right_or_far_right,neu,neu
1829746::PA330240,Le Parisien,right,right_or_far_right,pos,neu
1818939::PA720614,Le Parisien,far_right,right_or_far_right,neg,neu
1887441::PA720614,Le Parisien,far_right,right_or_far_right,neu,neg
1855561::PA267285,Le Parisien,right,right_or_far_right,neu,neu
432933::PA267285,Le Parisien,right,right_or_far_right,neg,neg
4707480::PA267285,Le Parisien,right,right_or_far_right,neg,neg
1855893::PA720614,Le Parisien,far_right,right_or_far_right,neg,neg
4613188::PA330240,Le Parisien,right,right_or_far_right,neu,pos
141874::PA722142,La Croix,left,left,pos,pos
1536690::PA609332,La Croix,left,left,neu,neu
4724863::PA720614,Le Parisien,far_right,right_or_far_right,neu,neu
168066::PA793444,La Croix,left,left,neu,pos
143107::PA588884,La Croix,left,left,neu,neu
1623558::PA793444,La Croix,left,left,neu,neu
1621113::PA335999,La Croix,left,left,neu,neu
1803916::PA721202,La Croix,left,left,neu,neu
1631097::PA609332,La Croix,left,left,neu,neu
1801410::PA719930,La Croix,left,left,neu,neu
181380::PA609332,La Croix,left,left,pos,pos
200678::PA722142,La Croix,left,left,neg,neu
1844103::PA842105,La Croix,left,left,neu,neu
202455::PA720892,La Croix,left,left,neu,neu
180568::PA1654,La Croix,left,left,neg,neg
181549::PA842263,La Croix,left,left,neu,neu
228463::PA721202,La Croix,left,left,neu,neu
232361::PA721202,La Croix,left,left,neu,neu
240538::PA722142,La Croix,left,left,neu,neu
245495::PA722142,La Croix,left,left,neu,neu
314943::PA333285,La Croix,left,left,neu,neu
181316::PA609332,La Croix,left,left,neg,neg
231703::PA1654,La Croix,left,left,neu,neu
235464::PA609332,La Croix,left,left,neu,neu
468387::PA609332,La Croix,left,left,neu,neu
468710::PA609332,La Croix,left,left,neg,neg
470866::PA721202,La Croix,left,left,neu,neg
471780::PA609332,La Croix,left,left,neu,neu
324288::PA719930,La Croix,left,left,pos,neu
325615::PA607553,La Croix,left,left,neu,neu
472626::PA720892,La Croix,left,left,neu,neu
203574::PA722142,La Croix,left,left,neu,neg
4776234::PA793464,La Croix,left,left,neg,neg
132521::PA720614,La Croix,far_right,right_or_far_right,neg,neg
132314::PA720614,La Croix,far_right,right_or_far_right,neg,neg
325411::PA1654,La Croix,left,left,neu,neu
472529::PA609332,La Croix,left,left,neu,pos
473619::PA793444,La Croix,left,left,neu,neu
134091::PA720614,La Croix,far_right,right_or_far_right,neu,neu
133531::PA720614,La Croix,far_right,right_or_far_right,neg,neg
132923::PA720614,La Croix,far_right,right_or_far_right,neu,neu
141828::PA720614,La Croix,far_right,right_or_far_right,neu,neu
134528::PA720614,La Croix,far_right,right_or_far_right,neg,neg
133502::PA720614,La Croix,far_right,right_or_far_right,neg,neg
1606483::PA795778,La Croix,far_right,right_or_far_right,neu,neu
584889::PA793444,La Croix,left,left,neu,neu
1796880::PA720614,La Croix,far_right,right_or_far_right,pos,pos
179049::PA720614,La Croix,far_right,right_or_far_right,neu,neu
1794767::PA795912,La Croix,far_right,right_or_far_right,neu,neu
181199::PA720614,La Croix,far_right,right_or_far_right,neu,neu
200833::PA720614,La Croix,far_right,right_or_far_right,neu,neu
227612::PA720614,La Croix,far_right,right_or_far_right,neg,neg
240442::PA330008,La Croix,right,right_or_far_right,neg,neg
317605::PA267285,La Croix,right,right_or_far_right,neu,neu
4558726::PA330240,La Croix,right,right_or_far_right,pos,pos
4475289::PA330240,La Croix,right,right_or_far_right,pos,pos
4564191::PA794946,La Croix,far_right,right_or_far_right,neg,neg
471233::PA720614,La Croix,far_right,right_or_far_right,neg,neu
4567456::PA841207,La Croix,right,right_or_far_right,pos,neu
473029::PA720614,La Croix,far_right,right_or_far_right,neu,neu
579724::PA267285,La Croix,right,right_or_far_right,neu,neu
472759::PA267285,La Croix,right,right_or_far_right,neg,neg
580798::PA330240,La Croix,right,right_or_far_right,neu,neu
4567912::PA841207,La Croix,right,right_or_far_right,neu,pos
583035::PA720614,La Croix,far_right,right_or_far_right,neg,neg
1528914::PA609332,L'Express,left,left,neg,neg
100222::PA1654,L'Express,left,left,neu,neg
894437::PA720614,La Croix,far_right,right_or_far_right,neg,neg
166678::PA588884,L'Express,left,left,neu,neu
1538791::PA609332,L'Express,left,left,neg,neg
166549::PA719930,L'Express,left,left,neu,neu
1798386::PA722142,L'Express,left,left,neg,neg
1799047::PA1654,L'Express,left,left,neu,neg
176616::PA609332,L'Express,left,left,neg,neg
1601891::PA609332,L'Express,left,left,neu,neu
184016::PA1654,L'Express,left,left,neu,pos
201716::PA720892,L'Express,left,left,neu,neu
1799166::PA842105,L'Express,left,left,neu,neg
191659::PA2940,L'Express,left,left,neg,neg
2581326::PA609332,L'Express,left,left,neu,neu
251623::PA795318,L'Express,left,left,neg,neg
2886473::PA791812,L'Express,left,left,neu,neu
182724::PA793444,L'Express,left,left,neu,neu
2882021::PA1654,L'Express,left,left,neu,neu
2894905::PA795588,L'Express,left,left,pos,pos
4477335::PA609332,L'Express,left,left,neu,neu
202627::PA1654,L'Express,left,left,neu,neu
4585921::PA1654,L'Express,left,left,neu,neu
4588434::PA1654,L'Express,left,left,neg,neg
4588814::PA1654,L'Express,left,left,pos,pos
4584084::PA719930,L'Express,left,left,neu,neg
4477335::PA719930,L'Express,left,left,neu,neu
525886::PA1654,L'Express,left,left,neg,neu
4583325::PA609332,L'Express,left,left,neg,neg
78313::PA719930,L'Express,left,left,neu,neu
80577::PA1654,L'Express,left,left,neu,neu
97889::PA721896,L'Express,left,left,neu,neu
93071::PA1654,L'Express,left,left,neg,neg
77860::PA609332,L'Express,left,left,neu,neu
116809::PA720614,L'Express,far_right,right_or_far_right,neu,neu
526160::PA1654,L'Express,left,left,neu,neu
117895::PA720614,L'Express,far_right,right_or_far_right,neg,neg
117785::PA720614,L'Express,far_right,right_or_far_right,neg,neg
98144::PA721202,L'Express,left,left,neg,neg
118217::PA720614,L'Express,far_right,right_or_far_right,neg,neg
118341::PA720614,L'Express,far_right,right_or_far_right,neg,neg
117580::PA330240,L'Express,right,right_or_far_right,neg,neg
118008::PA720614,L'Express,far_right,right_or_far_right,neg,neg
118266::PA720614,L'Express,far_right,right_or_far_right,neg,neg
167040::PA720614,L'Express,far_right,right_or_far_right,neu,neu
1632928::PA720614,L'Express,far_right,right_or_far_right,neg,neu
118356::PA720614,L'Express,far_right,right_or_far_right,neg,neg
118253::PA720614,L'Express,far_right,right_or_far_right,neg,neg
169401::PA720614,L'Express,far_right,right_or_far_right,neu,neu
1797604::PA720614,L'Express,far_right,right_or_far_right,neu,neu
174986::PA330240,L'Express,right,right_or_far_right,neu,neu
118368::PA720614,L'Express,far_right,right_or_far_right,pos,neu
169958::PA720614,L'Express,far_right,right_or_far_right,neu,neu
2594402::PA720614,L'Express,far_right,right_or_far_right,neu,neu
180216::PA720468,L'Express,far_right,right_or_far_right,pos,pos
169528::PA720614,L'Express,far_right,right_or_far_right,neg,neg
252520::PA720614,L'Express,far_right,right_or_far_right,neu,neu
2897417::PA721932,L'Express,far_right,right_or_far_right,neg,neg
4586830::PA720614,L'Express,far_right,right_or_far_right,neu,neu
177642::PA267285,L'Express,right,right_or_far_right,neu,neu
2883676::PA720614,L'Express,far_right,right_or_far_right,neg,pos
4589808::PA720614,L'Express,far_right,right_or_far_right,neu,neu
204503::PA720614,L'Express,far_right,right_or_far_right,neu,neu
209409::PA267285,L'Express,right,right_or_far_right,neu,neu
525009::PA720614,L'Express,far_right,right_or_far_right,neu,neu
81536::PA720614,L'Express,far_right,right_or_far_right,neg,neg
1933271::PA793464,TF1 INFO,left,left,neg,neg
96596::PA720614,L'Express,far_right,right_or_far_right,pos,pos
1949679::PA721202,TF1 INFO,left,left,neu,neu
4587331::PA330240,L'Express,right,right_or_far_right,neg,neg
96877::PA720614,L'Express,far_right,right_or_far_right,neg,neg
1992012::PA721210,TF1 INFO,left,left,neu,neu
98674::PA267285,L'Express,right,right_or_far_right,neu,neu
1982123::PA842105,TF1 INFO,left,left,neg,neg
2786911::PA1654,TF1 INFO,left,left,neu,neu
525969::PA720614,L'Express,far_right,right_or_far_right,neu,neu
1978732::PA720892,TF1 INFO,left,left,neg,neg
2805454::PA795318,TF1 INFO,left,left,neu,neg
2834907::PA609332,TF1 INFO,left,left,neu,neu
2821204::PA793708,TF1 INFO,left,left,pos,neu
2793070::PA721210,TF1 INFO,left,left,neu,neu
2837236::PA793444,TF1 INFO,left,left,neg,neg
1980613::PA793444,TF1 INFO,left,left,neu,neu
2835067::PA719930,TF1 INFO,left,left,neg,neg
2883553::PA609332,TF1 INFO,left,left,neu,neu
2889302::PA722142,TF1 INFO,left,left,neu,neu
2913087::PA609332,TF1 INFO,left,left,neu,neu
2913207::PA609332,TF1 INFO,left,left,neu,neu
2949891::PA793262,TF1 INFO,left,left,neu,neu
2840773::PA610968,TF1 INFO,left,left,pos,pos
2796324::PA720430,TF1 INFO,left,left,neu,neu
2796949::PA795310,TF1 INFO,left,left,neu,neu
4505724::PA795076,TF1 INFO,left,left,neu,neu
3491920::PA842105,TF1 INFO,left,left,pos,pos
3492108::PA793464,TF1 INFO,left,left,neu,neu
4509041::PA720892,TF1 INFO,left,left,neu,neu
4506519::PA793756,TF1 INFO,left,left,neg,neu
4510103::PA720892,TF1 INFO,left,left,neu,neu
4511195::PA721202,TF1 INFO,left,left,neu,neu
4565630::PA842105,TF1 INFO,left,left,neg,neg
845034::PA588884,TF1 INFO,left,left,neu,neu
4511367::PA720892,TF1 INFO,left,left,neu,neu
1940229::PA795778,TF1 INFO,far_right,right_or_far_right,neu,neu
1935914::PA720614,TF1 INFO,far_right,right_or_far_right,neg,neg
1978667::PA794598,TF1 INFO,far_right,right_or_far_right,neu,neu
1935781::PA794946,TF1 INFO,far_right,right_or_far_right,neu,neu
1990767::PA720614,TF1 INFO,far_right,right_or_far_right,neu,neg
2794462::PA720614,TF1 INFO,far_right,right_or_far_right,neg,neg
2820015::PA720614,TF1 INFO,far_right,right_or_far_right,neg,neg
2820215::PA720614,TF1 INFO,far_right,right_or_far_right,neg,neg
2786909::PA720614,TF1 INFO,far_right,right_or_far_right,neu,neu
2820535::PA720614,TF1 INFO,far_right,right_or_far_right,neg,neg
2820219::PA720614,TF1 INFO,far_right,right_or_far_right,neg,neg
2820001::PA720614,TF1 INFO,far_right,right_or_far_right,neg,neg
2820006::PA720614,TF1 INFO,far_right,right_or_far_right,neg,neg
2802068::PA267285,TF1 INFO,right,right_or_far_right,neu,neu
2837990::PA720614,TF1 INFO,far_right,right_or_far_right,neu,neu
2820218::PA720614,TF1 INFO,far_right,right_or_far_right,neg,neg
2840218::PA267285,TF1 INFO,right,right_or_far_right,pos,pos
2891256::PA720614,TF1 INFO,far_right,right_or_far_right,neu,neg
2846091::PA720614,TF1 INFO,far_right,right_or_far_right,neu,neu
2820276::PA720614,TF1 INFO,far_right,right_or_far_right,neg,neg
2839103::PA720614,TF1 INFO,far_right,right_or_far_right,neu,neu
2953932::PA720614,TF1 INFO,far_right,right_or_far_right,pos,pos
4499686::PA720468,TF1 INFO,far_right,right_or_far_right,neu,neu
2825243::PA720614,TF1 INFO,far_right,right_or_far_right,neg,neg
4508322::PA267285,TF1 INFO,right,right_or_far_right,neu,neu
2956673::PA720614,TF1 INFO,far_right,right_or_far_right,neu,neu
4506448::PA368,TF1 INFO,right,right_or_far_right,neu,neu
2890391::PA720614,TF1 INFO,far_right,right_or_far_right,neg,neg
4508633::PA720468,TF1 INFO,far_right,right_or_far_right,neu,neu
4508647::PA720614,TF1 INFO,far_right,right_or_far_right,neg,neg
1531306::PA721202,La Croix,left,left,neu,neu
1901240::PA842029,Le Parisien,left,left,pos,neu
1856574::PA720614,Le Parisien,far_right,right_or_far_right,neu,neu
476085::PA333285,La Croix,left,left,neu,neu
1881399::PA609332,Le Parisien,left,left,neu,neu
1794547::PA791812,La Croix,left,left,neg,neg
4598622::PA719930,Le Parisien,left,left,neu,neu
1464650::PA720614,Le Parisien,far_right,right_or_far_right,neu,neu
133534::PA720614,La Croix,far_right,right_or_far_right,neg,neg
133075::PA720614,La Croix,far_right,right_or_far_right,neg,neg
186888::PA607553,La Croix,left,left,neu,neu
1802398::PA720614,La Croix,far_right,right_or_far_right,neu,neu
207841::PA720614,La Croix,far_right,right_or_far_right,neg,neg
584418::PA267285,La Croix,right,right_or_far_right,neg,neg
2137804::PA330240,Le Parisien,right,right_or_far_right,neu,neu
4867982::PA720614,Challenges,far_right,right_or_far_right,neg,neu
198566::PA267285,La Croix,right,right_or_far_right,neu,neu
172406::PA722142,L'Express,left,left,pos,pos
232843::PA794994,La Croix,right,right_or_far_right,neu,neu
1583719::PA1654,L'Express,left,left,neu,neu
585604::PA794038,La Croix,right,right_or_far_right,neu,neu
199024::PA720614,La Croix,far_right,right_or_far_right,neg,neg
251378::PA267285,L'Express,right,right_or_far_right,neg,neg
2894216::PA609332,L'Express,left,left,neu,neu
325182::PA720614,La Croix,far_right,right_or_far_right,neu,neu
4477377::PA720614,L'Express,far_right,right_or_far_right,neg,neg
4476228::PA330240,L'Express,right,right_or_far_right,pos,neg
117330::PA720614,L'Express,far_right,right_or_far_right,neg,neg
1965998::PA588884,TF1 INFO,left,left,neu,neu
2944766::PA1654,TF1 INFO,left,left,neu,neu
76944::PA330240,L'Express,right,right_or_far_right,neu,neu
4490604::PA793464,TF1 INFO,left,left,neg,neg
4493332::PA721202,TF1 INFO,left,left,neu,neu
4572400::PA721202,TF1 INFO,left,left,neu,neu
4507489::PA1654,TF1 INFO,left,left,neu,neu
2891263::PA609332,TF1 INFO,left,left,neu,neu
525032::PA721202,L'Express,left,left,neu,neu
4505253::PA330240,TF1 INFO,right,right_or_far_right,pos,pos
4505727::PA793756,TF1 INFO,left,left,neu,neu
4511511::PA609332,TF1 INFO,left,left,neu,neu
4511056::PA720614,TF1 INFO,far_right,right_or_far_right,neg,neg
4513169::PA720614,TF1 INFO,far_right,right_or_far_right,neu,neu
2838821::PA720614,TF1 INFO,far_right,right_or_far_right,neu,neu
4922277::PA720614,TF1 INFO,far_right,right_or_far_right,neg,neg
4508001::PA267285,TF1 INFO,right,right_or_far_right,neu,neu
861751::PA794598,TF1 INFO,far_right,right_or_far_right,neu,neu
2106420::PA609332,Les Echos,left,left,neu,neu
1777240::PA719930,Les Echos,left,left,neu,neu
1777366::PA1654,Les Echos,left,left,pos,pos
2106548::PA609332,Les Echos,left,left,neu,neu
2164107::PA609332,Les Echos,left,left,neu,neu
2158816::PA795318,Les Echos,left,left,neg,neg
2231593::PA609332,Les Echos,left,left,pos,pos
2900629::PA720614,TF1 INFO,far_right,right_or_far_right,neu,neu
2230138::PA719930,Les Echos,left,left,neu,neu
2230138::PA609332,Les Echos,left,left,neu,neu
2395531::PA609332,Les Echos,left,left,pos,pos
2395473::PA609332,Les Echos,left,left,neu,neu
2122170::PA1567,Les Echos,left,left,neu,neu
2395531::PA719930,Les Echos,left,left,neu,neu
2492615::PA609332,Les Echos,left,left,neu,neu
2471400::PA1654,Les Echos,left,left,neu,neu
2315490::PA609332,Les Echos,left,left,neu,neu
3107109::PA721202,Les Echos,left,left,neu,neu
2396009::PA609332,Les Echos,left,left,pos,pos
2681844::PA793444,Les Echos,left,left,pos,pos
2495717::PA609332,Les Echos,left,left,neu,neu
2668811::PA609332,Les Echos,left,left,neu,neu
2502144::PA609332,Les Echos,left,left,neg,neg
3119385::PA609332,Les Echos,left,left,neu,neu
3130033::PA841419,Les Echos,left,left,neu,neu
2623554::PA1654,Les Echos,left,left,neu,neu
3131690::PA1654,Les Echos,left,left,neg,neg
3107255::PA721202,Les Echos,left,left,neu,neu
3119230::PA721202,Les Echos,left,left,pos,pos
4727651::PA609332,Les Echos,left,left,neg,neg
4706186::PA609332,Les Echos,left,left,neu,neu
3130433::PA609332,Les Echos,left,left,neu,neg
4783983::PA719930,Les Echos,left,left,neu,neg
4783155::PA609332,Les Echos,left,left,neg,neg
4391419::PA791812,Les Echos,left,left,neu,neu
4783139::PA719930,Les Echos,left,left,neu,neu
1777196::PA720614,Les Echos,far_right,right_or_far_right,neg,neg
2159987::PA842141,Les Echos,right,right_or_far_right,pos,pos
4784004::PA719930,Les Echos,left,left,neu,neu
2164570::PA267285,Les Echos,right,right_or_far_right,neu,neu
2231323::PA720614,Les Echos,far_right,right_or_far_right,neu,neu
2316031::PA267285,Les Echos,right,right_or_far_right,neg,neg
2230650::PA720614,Les Echos,far_right,right_or_far_right,neg,neg
2231582::PA720614,Les Echos,far_right,right_or_far_right,neg,neg
2395670::PA330240,Les Echos,right,right_or_far_right,neg,neg
2315700::PA720614,Les Echos,far_right,right_or_far_right,neg,neg
2471387::PA368,Les Echos,right,right_or_far_right,pos,neu
2316255::PA720614,Les Echos,far_right,right_or_far_right,neg,neg
2315729::PA720614,Les Echos,far_right,right_or_far_right,pos,neu
2489983::PA720614,Les Echos,far_right,right_or_far_right,neu,neu
3115937::PA330240,Les Echos,right,right_or_far_right,neu,neu
2471373::PA720614,Les Echos,far_right,right_or_far_right,neu,neu
2502357::PA720614,Les Echos,far_right,right_or_far_right,pos,pos
2494538::PA368,Les Echos,right,right_or_far_right,neu,neu
2646664::PA720614,Les Echos,far_right,right_or_far_right,neg,neg
3119658::PA720614,Les Echos,far_right,right_or_far_right,neg,neg
2672831::PA720614,Les Echos,far_right,right_or_far_right,neu,neu
3127275::PA720614,Les Echos,far_right,right_or_far_right,neu,neu
3130565::PA720614,Les Echos,far_right,right_or_far_right,neu,neu
3131797::PA720614,Les Echos,far_right,right_or_far_right,pos,pos
3130974::PA720614,Les Echos,far_right,right_or_far_right,neg,neg
3116808::PA267285,Les Echos,right,right_or_far_right,neu,neu
3503476::PA793432,Les Echos,far_right,right_or_far_right,neg,neg
3131695::PA720614,Les Echos,far_right,right_or_far_right,neu,neg
3130191::PA720614,Les Echos,far_right,right_or_far_right,neg,neg
4782903::PA368,Les Echos,right,right_or_far_right,pos,pos
3131818::PA720614,Les Echos,far_right,right_or_far_right,neg,neg
1362119::PA609332,Le Point,left,left,pos,pos
1384356::PA609332,Le Point,left,left,neg,neg
3131846::PA267285,Les Echos,right,right_or_far_right,neu,neu
1364902::PA609332,Le Point,left,left,neg,neu
1408653::PA795076,Le Point,left,left,neg,neg
1443837::PA722142,Le Point,left,left,neu,neu
1400426::PA721960,Le Point,left,left,neu,neu
1813312::PA795076,Le Point,left,left,neg,neu
1815009::PA796090,Le Point,left,left,neu,neu
224195::PA794130,Le Point,left,left,neu,neu
3531899::PA841327,Le Point,left,left,neg,neg
1444134::PA609332,Le Point,left,left,neu,neu
466612::PA722142,Le Point,left,left,pos,pos
1443023::PA796062,Le Point,left,left,neg,neu
3932939::PA795596,Le Point,left,left,neu,neg
4727715::PA1654,Le Point,left,left,neu,neu
226149::PA793444,Le Point,left,left,neu,neg
538315::PA1654,Le Point,left,left,neg,neg
4704453::PA719930,Le Point,left,left,neg,neg
4659505::PA1654,Le Point,left,left,neu,neu
535536::PA722142,Le Point,left,left,neu,neu
534261::PA609332,Le Point,left,left,neg,neg
537513::PA795318,Le Point,left,left,neu,neu
539121::PA841381,Le Point,left,left,neg,neu
546375::PA793464,Le Point,left,left,neg,neg
548492::PA795076,Le Point,left,left,neg,neg
550370::PA1654,Le Point,left,left,neu,neu
539698::PA607553,Le Point,left,left,neu,neu
552132::PA721202,Le Point,left,left,neg,neg
543961::PA1654,Le Point,left,left,pos,pos
1362887::PA330240,Le Point,right,right_or_far_right,neg,neg
559931::PA791812,Le Point,left,left,neg,neg
1368717::PA267285,Le Point,right,right_or_far_right,neu,neu
556090::PA1654,Le Point,left,left,neg,neg
73601::PA793464,Le Point,left,left,neg,neg
1384121::PA720614,Le Point,far_right,right_or_far_right,neg,neg
1384219::PA720614,Le Point,far_right,right_or_far_right,neg,neg
1382833::PA720614,Le Point,far_right,right_or_far_right,neg,neg
1384164::PA720614,Le Point,far_right,right_or_far_right,neu,neu
552113::PA795466,Le Point,left,left,neu,neu
1403866::PA720614,Le Point,far_right,right_or_far_right,neu,neu
1407610::PA720614,Le Point,far_right,right_or_far_right,pos,pos
1407658::PA720614,Le Point,far_right,right_or_far_right,neg,neg
1408593::PA720614,Le Point,far_right,right_or_far_right,neg,neg
1394293::PA720614,Le Point,far_right,right_or_far_right,neg,neg
1418037::PA720614,Le Point,far_right,right_or_far_right,neu,neu
1433942::PA720614,Le Point,far_right,right_or_far_right,neg,neg
127356::PA720614,Le Point,far_right,right_or_far_right,pos,neu
1806459::PA841207,Le Point,right,right_or_far_right,neu,neu
1428738::PA330240,Le Point,right,right_or_far_right,neu,neu
224384::PA720614,Le Point,far_right,right_or_far_right,neg,neg
1384887::PA720614,Le Point,far_right,right_or_far_right,neu,neu
1436659::PA267285,Le Point,right,right_or_far_right,neu,neu
3932067::PA720614,Le Point,far_right,right_or_far_right,neg,neg
3932731::PA720614,Le Point,far_right,right_or_far_right,neg,neg
1444020::PA330240,Le Point,right,right_or_far_right,neg,neu
1812075::PA720614,Le Point,far_right,right_or_far_right,neg,neg
3931608::PA720614,Le Point,far_right,right_or_far_right,pos,pos
3934126::PA720614,Le Point,far_right,right_or_far_right,neg,neg
540752::PA720614,Le Point,far_right,right_or_far_right,pos,pos
3933278::PA720614,Le Point,far_right,right_or_far_right,neg,neg
531732::PA720614,Le Point,far_right,right_or_far_right,neg,neu
538531::PA267285,Le Point,right,right_or_far_right,neu,neu
546237::PA720614,Le Point,far_right,right_or_far_right,neg,neg
546664::PA267285,Le Point,right,right_or_far_right,pos,pos
1815779::PA720614,Le Point,far_right,right_or_far_right,neu,neg
546702::PA720614,Le Point,far_right,right_or_far_right,neu,neu
547635::PA720614,Le Point,far_right,right_or_far_right,neu,neu
534813::PA330240,Le Point,right,right_or_far_right,pos,pos
4548608::PA1654,L'Opinion,left,left,neu,neu
535556::PA720614,Le Point,far_right,right_or_far_right,neu,neu
548525::PA720614,Le Point,far_right,right_or_far_right,neu,neu
4548846::PA1654,L'Opinion,left,left,neu,neu
4548665::PA1567,L'Opinion,left,left,neu,neu
546680::PA720614,Le Point,far_right,right_or_far_right,neg,neg
4548675::PA722150,L'Opinion,left,left,neu,neu
4548959::PA609332,L'Opinion,left,left,neg,neg
4549004::PA609332,L'Opinion,left,left,neg,neg
4548713::PA722142,L'Opinion,left,left,neu,neu
4553621::PA609332,L'Opinion,left,left,neg,neg
4549075::PA793444,L'Opinion,left,left,neg,neg
4553641::PA794008,L'Opinion,left,left,neu,neu
4553929::PA793624,L'Opinion,left,left,neu,neu
4553897::PA609332,L'Opinion,left,left,pos,pos
4549547::PA609332,L'Opinion,left,left,neg,neg
4554275::PA609332,L'Opinion,left,left,neg,neg
4553827::PA720362,L'Opinion,left,left,neu,neu
4554618::PA722142,L'Opinion,left,left,neu,neu
4554623::PA1654,L'Opinion,left,left,neg,neg
4553899::PA609332,L'Opinion,left,left,pos,pos
4554975::PA721210,L'Opinion,left,left,neu,neu
4555028::PA609332,L'Opinion,left,left,pos,neu
4555137::PA795876,L'Opinion,left,left,neu,neu
4554720::PA609332,L'Opinion,left,left,neg,neg
4554247::PA609332,L'Opinion,left,left,neu,neu
4555249::PA722142,L'Opinion,left,left,neu,neu
4555318::PA609332,L'Opinion,left,left,neg,neg
4555311::PA1567,L'Opinion,left,left,neu,neg
4554685::PA609332,L'Opinion,left,left,neu,neu
4555484::PA1567,L'Opinion,left,left,neg,neu
4555001::PA793624,L'Opinion,left,left,neu,neu
4555311::PA793394,L'Opinion,left,left,neu,neu
4555597::PA722150,L'Opinion,left,left,neg,neg
4920822::PA609332,L'Opinion,left,left,neu,neu
4548826::PA330240,L'Opinion,right,right_or_far_right,neu,neu
5021366::PA609332,L'Opinion,left,left,neg,neg
4554826::PA1654,L'Opinion,left,left,neu,neu
4549326::PA720614,L'Opinion,far_right,right_or_far_right,pos,pos
4549451::PA267285,L'Opinion,right,right_or_far_right,neu,pos
4548347::PA720614,L'Opinion,far_right,right_or_far_right,pos,pos
4549503::PA720614,L'Opinion,far_right,right_or_far_right,neu,neu
4549502::PA267285,L'Opinion,right,right_or_far_right,neu,neu
4549102::PA720614,L'Opinion,far_right,right_or_far_right,neu,neu
4549238::PA720614,L'Opinion,far_right,right_or_far_right,neg,neg
4550037::PA720614,L'Opinion,far_right,right_or_far_right,neg,neg
4549461::PA720614,L'Opinion,far_right,right_or_far_right,neu,neu
4549533::PA720614,L'Opinion,far_right,right_or_far_right,neg,neg
4896577::PA1654,L'Opinion,left,left,neg,neg
4550770::PA720614,L'Opinion,far_right,right_or_far_right,neg,neg
4550151::PA720614,L'Opinion,far_right,right_or_far_right,neu,neg
1777162::PA1567,Les Echos,left,left,neu,neu
4589443::PA719930,L'Express,left,left,neu,neu
2820267::PA720614,TF1 INFO,far_right,right_or_far_right,neg,neg
2267731::PA720614,Les Echos,far_right,right_or_far_right,neu,neu
2502313::PA335999,Les Echos,left,left,neg,neu
3130551::PA720614,Les Echos,far_right,right_or_far_right,neu,neu
2315794::PA720614,Les Echos,far_right,right_or_far_right,neg,neg
2669649::PA720614,Les Echos,far_right,right_or_far_right,neg,neg
3119687::PA330240,Les Echos,right,right_or_far_right,neu,neg
2106661::PA720614,Les Echos,far_right,right_or_far_right,neu,neu
141581::PA791812,Le Point,left,left,neg,neg
4706186::PA719930,Les Echos,left,left,neu,neu
128547::PA588884,Le Point,left,left,neg,neg
