article_id,frame_conflict_gpt_oss,frame_human_interest_gpt_oss,frame_economic_gpt_oss,frame_morality_gpt_oss,frame_responsibility_gpt_oss,frame_conflict_mistral,frame_human_interest_mistral,frame_economic_mistral,frame_morality_mistral,frame_responsibility_mistral,frame_conflict_llama,frame_human_interest_llama,frame_economic_llama,frame_morality_llama,frame_responsibility_llama,dominant_gpt_oss,dominant_mistral,dominant_llama
2169498,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,conflict,conflict,conflict
2169538,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,none,economic,human_interest
2170173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
2170373,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,human_interest,none,human_interest
2170526,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,responsibility,responsibility,responsibility
21709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
2171390,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,economic,economic,responsibility
21715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
2172202,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,conflict,conflict,conflict
2172789,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,none,conflict
2172791,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,conflict,responsibility,conflict
2174026,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,conflict,conflict,conflict
2174072,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,human_interest,responsibility,human_interest
2174113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
2174217,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,responsibility,none,none
2174942,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,conflict,conflict,conflict
2175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,conflict,none,none
2175027,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2175028,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,conflict,none,human_interest
2175074,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,human_interest,human_interest,human_interest
217576,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,conflict,responsibility,conflict
2175792,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,responsibility,responsibility,responsibility
2175819,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,conflict,conflict,conflict
2176619,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,conflict,conflict,conflict
2176634,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,responsibility,responsibility,responsibility
2177027,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,conflict,conflict,conflict
2177477,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,none,conflict,conflict
2177482,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2177494,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,none,conflict,conflict
2177624,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,responsibility,responsibility,responsibility
2177658,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,conflict,conflict,conflict
2177660,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,conflict,conflict,conflict
2177661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
2177662,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,conflict,conflict,conflict
2177665,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,conflict,conflict,conflict
2177722,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,conflict,conflict,conflict
2177791,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,conflict,conflict,conflict
2177805,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,conflict,conflict,conflict
2177927,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,responsibility,responsibility,conflict
2177973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
2178233,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,conflict,conflict,conflict
2178465,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,economic,economic,economic
2179552,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,conflict,responsibility,responsibility
2179651,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,conflict,conflict,conflict
2179940,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,none,conflict,conflict
2180069,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,conflict,conflict,responsibility
2180348,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2181311,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,conflict,conflict,conflict
2181586,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,responsibility,responsibility,responsibility
2181819,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,responsibility,none,responsibility
2182237,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2182380,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,responsibility,responsibility,responsibility
2182894,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2183057,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,human_interest,none,human_interest
2183284,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,conflict,conflict,conflict
2183404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
2183408,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,none,responsibility,conflict
2183575,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,none,conflict,human_interest
2183780,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,conflict,responsibility,responsibility
2184125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,responsibility,none,responsibility
2184683,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,none,responsibility,responsibility
2184820,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,conflict,none,none
2185266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
2185642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
2186337,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2186572,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,none,responsibility,responsibility
2186639,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,conflict,none,conflict
2186834,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,responsibility,economic,responsibility
2186946,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,responsibility,responsibility,responsibility
2187025,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,none,responsibility,responsibility
2187708,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,conflict,conflict,conflict
2187882,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,human_interest,human_interest,human_interest
2188283,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,responsibility,morality,responsibility
2188599,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,conflict,conflict,conflict
2188734,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,none,responsibility,none
2190475,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2190932,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,none,responsibility,responsibility
2191382,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2191446,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2192105,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,responsibility,responsibility,conflict
2192108,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2192473,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,conflict,conflict,conflict
2192491,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,conflict,conflict,conflict
2192579,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,conflict,conflict,conflict
2192626,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,conflict,none,none
2192810,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,human_interest,none,human_interest
2192891,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,economic,responsibility,conflict
2192923,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,morality,morality,morality
2192969,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,none,human_interest,human_interest
2193215,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,none,responsibility,responsibility
2193633,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,conflict,conflict,conflict
219393,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,conflict,conflict,conflict
2194011,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,conflict,conflict,conflict
2194436,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,conflict,responsibility,responsibility
2194744,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2195038,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,responsibility,responsibility,conflict
2195042,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,economic,none,economic
2195430,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,conflict,responsibility,conflict
2195433,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,responsibility,responsibility,responsibility
2195443,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,economic,economic,economic
2195504,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,responsibility,conflict,conflict
2195556,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,conflict,conflict,conflict
2195702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,none,none,responsibility
2195872,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2195936,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,conflict,conflict,conflict
2196013,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2196014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,responsibility,none,responsibility
2196072,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,conflict,conflict,conflict
2196075,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,conflict,conflict,conflict
2196112,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2196313,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,morality,morality,conflict
2196352,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,none,responsibility,responsibility
2196366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
2196410,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2196441,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,conflict,conflict,conflict
2196460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,none,none,responsibility
2196461,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,conflict,conflict,conflict
2196464,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2196471,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,conflict,conflict,conflict
2196476,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,none,none,conflict
2196483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
2196503,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,conflict,responsibility,conflict
2196504,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,conflict,conflict,conflict
2196608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,none,none,responsibility
2196643,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,morality,responsibility,responsibility
2196661,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,none,responsibility,conflict
2196673,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,responsibility,economic,responsibility
2196733,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2196734,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,none,conflict,none
2196735,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,human_interest,human_interest,human_interest
2196756,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2196765,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2196839,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,human_interest,conflict,conflict
2196857,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,conflict,conflict,conflict
2196871,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,none,conflict,none
2196939,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,conflict,conflict,conflict
2196971,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
21970,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,conflict,responsibility,conflict
2197037,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,conflict,none,conflict
2197231,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,conflict,conflict,conflict
2197345,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,none,responsibility,conflict
2197388,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,conflict,responsibility,conflict
2197445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,none,none,responsibility
2197490,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,human_interest,human_interest,human_interest
2197504,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,human_interest,human_interest,human_interest
2197516,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,conflict,conflict,conflict
2197651,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,morality,morality,human_interest
2197653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
2197673,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,conflict,conflict,conflict
2197684,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,conflict,morality,responsibility
2197691,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,conflict,conflict,conflict
2197694,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,human_interest,human_interest,human_interest
2197762,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,human_interest,conflict,conflict
2197786,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,human_interest,human_interest,conflict
2197830,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2197887,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,human_interest,human_interest,human_interest
2197918,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2197921,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,conflict,conflict,conflict
2197922,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,responsibility,responsibility,conflict
2197961,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,none,conflict,none
2197975,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,conflict,conflict,conflict
2198025,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,none,responsibility,conflict
2198104,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,none,responsibility,conflict
2198117,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,human_interest,conflict,conflict
2198360,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,human_interest,responsibility,conflict
2198446,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,none,conflict,conflict
2198502,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,conflict,conflict,conflict
2198533,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,responsibility,conflict,conflict
2198578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
2198597,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,morality,conflict,conflict
2198613,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,none,responsibility,responsibility
2198619,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,conflict,none,conflict
2198622,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,conflict,conflict,conflict
2198726,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2198840,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,conflict,conflict,conflict
2198871,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2198896,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,conflict,none,responsibility
2199454,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,economic,economic,economic
2199580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
2202051,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,conflict,conflict,conflict
2202418,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,none,responsibility,conflict
2202728,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,conflict,responsibility,conflict
2203718,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,responsibility,responsibility,responsibility
2203809,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2203879,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,economic,economic,economic
2204346,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,morality,responsibility,responsibility
2204569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
2204580,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,conflict,conflict,conflict
2204590,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2204808,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,responsibility,conflict,conflict
220482,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,conflict,conflict,conflict
2204860,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,none,morality,human_interest
2205118,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,responsibility,responsibility,responsibility
2205197,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,responsibility,responsibility,conflict
2205201,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,responsibility,responsibility,human_interest
2205235,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,conflict,conflict,conflict
2205255,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,conflict,conflict,conflict
2205295,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,human_interest,none,human_interest
2205297,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,responsibility,economic,responsibility
2205350,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,human_interest,none,none
220563,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,conflict,conflict,conflict
2205671,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2205764,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,responsibility,responsibility,responsibility
2205768,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2205887,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,responsibility,responsibility,conflict
2206561,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2206678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
2206700,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,conflict,conflict,conflict
2207075,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,conflict,conflict,conflict
2207289,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2207296,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,conflict,none,conflict
2207375,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,responsibility,responsibility,responsibility
22078,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2207920,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,conflict,responsibility,conflict
2208170,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2208228,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,none,conflict,conflict
2208250,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,economic,responsibility,conflict
2208700,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,conflict,conflict,conflict
2208779,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,responsibility,responsibility,responsibility
2209038,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,conflict,conflict,conflict
2209228,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,conflict,economic,conflict
2209236,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,responsibility,responsibility,responsibility
2209237,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2209238,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2209342,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,conflict,conflict,conflict
220979,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,none,economic,human_interest
2210068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
2210344,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,economic,none,human_interest
2210345,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,conflict,responsibility,conflict
2210383,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2210501,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,human_interest,none,human_interest
2210787,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,responsibility,responsibility,responsibility
2211323,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,economic,responsibility,economic
2211504,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,none,conflict,conflict
2211590,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2211603,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,responsibility,responsibility,responsibility
2212039,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,none,none,human_interest
2212488,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,conflict,human_interest,conflict
2212490,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,conflict,responsibility,responsibility
2212678,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,conflict,responsibility,conflict
2212723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
2212849,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,none,none,conflict
22129,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,conflict,conflict,conflict
2212994,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2213432,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,human_interest,none,human_interest
2213652,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,human_interest,morality,human_interest
2213748,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,conflict,conflict,conflict
2214178,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2214768,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,responsibility,responsibility,responsibility
221487,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,none,none,human_interest
2214974,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,none,conflict,conflict
2215446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
2215959,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,conflict,conflict,conflict
2216199,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,economic,economic,economic
2216646,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,human_interest,human_interest,human_interest
2217146,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,economic,responsibility,conflict
2219737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
2220690,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2221254,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,human_interest,conflict,conflict
222138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
2221499,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,conflict,responsibility,conflict
2221766,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,conflict,none,none
222186,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,responsibility,responsibility,responsibility
2222349,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,human_interest,human_interest,human_interest
22236,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,conflict,conflict,conflict
2223840,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,conflict,responsibility,conflict
2224181,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,morality,conflict,conflict
2224812,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2224895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
222499,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,human_interest,human_interest,human_interest
22250,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,conflict,conflict,conflict
2225002,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,economic,economic,responsibility
2225799,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,responsibility,responsibility,responsibility
2226429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
2226931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
2227092,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,none,conflict
2227350,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,conflict,conflict,conflict
2227910,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,economic,economic,conflict
2228851,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,responsibility,responsibility,responsibility
2229344,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,none,conflict,conflict
2229363,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,conflict,conflict,conflict
2229569,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2229785,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,conflict,responsibility,responsibility
2230138,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,none,conflict,none
223018,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2230268,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2230275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,none,none
2230448,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2230557,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,none,conflict,conflict
2230591,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,none,human_interest,human_interest
22306,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,conflict,conflict,conflict
2230626,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,none,none,conflict
2230650,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,none,conflict,conflict
2230677,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,none,none,conflict
2230714,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,human_interest,none,conflict
2230814,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2230829,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,none,economic,conflict
2230933,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,conflict,responsibility,conflict
2231035,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,none,none,human_interest
2231129,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,conflict,conflict,conflict
2231164,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,conflict,none,conflict
2231200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,none,none,conflict
223129,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,morality,morality,conflict
2231323,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,none,none,conflict
